,0
1711,KPNA3
1712,HOXA1
1713,S100B
1714,PAK1
1715,ANKRD55
1716,IMMP2L
1717,CPSF1
1718,SYMPK
1719,XRN2
1720,SENP7
1721,BRD1
1722,TRIM55
1723,AIM2
1724,DOCK8
1725,OCRL
1726,ARHGAP18
1727,ARHGAP19
1728,ARHGAP21
1729,ARHGAP27
1730,ARHGAP29
1731,ARHGAP4
1732,ARHGEF26
1733,DOCK5
1734,PLEKHG4B
1735,VAV2
1736,SREBF2
1737,NSP14AB
1738,USP15
1739,DNAJC16
1740,DNAJC30
1741,SETD8
1742,S100A7
1743,EPAS1
1744,KDM4A
1745,SFMBT1
1746,CSTA
1747,PHF21B
1748,SERPINB3
1749,CASP14
1750,FBXL19
1751,HIST1H2AI
1752,CALML5
1753,LGALS7
1754,SERPINB4
1755,SPRR2E
1756,PRR4
1757,SERPINA1
1758,ING4
1759,PIP
1760,MARCH2
1761,MARCH4
1762,RNF5
1763,RNF170
1764,PSMB2
1765,TMEM79
1766,MAF
1767,TULP3
1768,KIAA1524
1769,ASH2L
1770,DHX40
1771,TTC7A
1772,C10ORF90
1773,ODC1
1774,OR2A4
1775,C1ORF115
1776,ZBED6CL
1777,GOT1
1778,TREX2
1779,PI4KAP1
1780,MMP19
1781,PPL
1782,STX17
1783,GPATCH2L
1784,RIPPLY3
1785,TCEB3B
1786,STK11
1787,ST7
1788,TEFM
1789,C19ORF48
1790,RCOR1
1791,GABPA
1792,TSPAN6
1793,EGFL8
1794,KLK10
1795,NT5C1A
1796,PABPN1L
1797,APTX
1798,PIGT
1799,DKK2
1800,SARAF
1801,CCR1
1802,AIFM1
1803,UPK1A
1804,CCNC
1805,NUDT3
1806,SH2D3A
1807,PHF11
1808,GPN1
1809,FBXW5
1810,ZNF550
1811,C18ORF21
1812,RHBDD1
1813,TMPRSS4
1814,TOLLIP
1815,NR2F2
1816,CNR2
1817,MEN1
1818,ELF2
1819,ELK3
1820,FEV
1821,IRF8
1822,KLF3
1823,KLF8
1824,LHX2
1825,LHX3
1826,LHX4
1827,NFIC
1828,NFIX
1829,PAX2
1830,PAX7
1831,PAX8
1832,PAX9
1833,VSX1
1834,RHOG
1835,WWP1
1836,MME
1837,HHV8GK18_GP81
1838,NANOG
1839,DIDO1
1840,NHP2L1
1841,DDX46
1842,MSH2
1843,UBE2S
1844,USP10
1845,USP39
1846,PSIP1
1847,TRPM8
1848,WDR70
1849,VASN
1850,SNRPD2
1851,SF3B2
1852,SLU7
1853,PPIG
1854,FRA10AC1
1855,ARGLU1
1856,DDOST
1857,ETS1
1858,LGR4
1859,DAB1
1860,EPB41
1861,SDCBP
1862,SIAH1
1863,ZBTB14
1864,COIL
1865,DZIP3
1866,SDCBP2
1867,PRR13
1868,KLHDC3
1869,C9ORF41
1870,PTGER3
1871,LEO1
1872,NUMA1
1873,SRRT
1874,SUPT16H
1875,ELF5
1876,LNX2
1877,CCNA2
1878,MZT1
1879,SAMM50
1880,TSG101
1881,HCFC2
1882,CAMK2D
1883,CAPN13
1884,ERMAP
1885,RSBN1
1886,ID2
1887,ZNF816
1888,JPH4
1889,ZNF214
1890,FXR1
1891,K8
1892,PRKCI
1893,BCOR
1894,HABP4
1895,SERBP1
1896,TPT1
1897,NSP1AB
1898,MEOX1
1899,ATP5D
1900,HMGXB4
1901,HIST2H2BE
1902,ORF14
1903,ATG12
1904,TRIM24
1905,ACACA
1906,USP1
1907,PHLPP1
1908,FOXO3
1909,MAP4K4
1910,ZNF543
1911,GAGE2E
1912,TMSB4Y
1913,CREB3L3
1914,CYCS
1915,EHHADH
1916,DPM2
1917,C16ORF58
1918,MAP10
1919,H2BFWT
1920,ZC4H2
1921,MAPKAPK2
1922,RBM4B
1923,CCDC70
1924,KLK3
1925,ERLEC1
1926,UTP15
1927,DUSP14
1928,SP1
1929,ACVR1
1930,SNRNP40
1931,SNRPB
1932,PHLDA3
1933,RNU11
1934,PHF1
1935,CD101
1936,OLFM2
1937,SIPA1
1938,E2F6
1939,USP12
1940,RPAP1
1941,KDM5B
1942,ARNTL
1943,KDM5A
1944,EPC1
1945,PPP1R8
1946,WT1
1947,RUNX3
1948,AFF1
1949,C7ORF25
1950,GADD45G
1951,MESDC2
1952,TAF1D
1953,RASA1
1954,RPS6KA5
1955,TNFSF11
1956,MAP3K7
1957,TK1
1958,DNAJB11
1959,SMN1
1960,C8ORF33
1961,PFDN1
1962,ZAK
1963,KAT8
1964,YWHAZ
1965,SUMO3
1966,PJA1
1967,CDYL
1968,RELA
1969,RELB
1970,CDKN2B-AS1
1971,UHRF1
1972,HIC1
1973,HIPK3
1974,PRAME
1975,RORA
1976,PML
1977,PTBP1
1978,DDX17
1979,HNRNPA0
1980,RHOT2
1981,BASP1
1982,IKBIP
1983,CETN2
1984,SNRPF
1985,SS18
1986,SSX2
1987,TLE1
1988,CYFIP1
1989,WBP4
1990,ACBD3
1991,DUS3L
1992,GTF2F2
1993,HARS
1994,SARS
1995,TTC1
1996,XPO5
1997,SDF2L1
1998,VPS36
1999,WDR12
2000,ASXL2
2001,ASB1
2002,STAT3
2003,SAE1
2004,GPSM1
2005,FAM90A1
2006,CYP1A1
2007,AP3M1
2008,CDC40
2009,EEF1A2
2010,EEFSEC
2011,MED13
2012,MRTO4
2013,PRPF31
2014,XAB2
2015,EIF3D
2016,APEH
2017,ARF1
2018,HSPH1
2019,NCAPD3
2020,RNU12
2021,MED4
2022,MED20
2023,GEMIN7
2024,FLII
2025,TSNAX
2026,MMGT1
2027,TSC2
2028,JUP
2029,CHMP3
2030,JUNB
2031,PRDM14
2032,KAT2B
2033,CRY1
2034,CHD8
2035,TTC27
2036,C9ORF78
2037,PTAR1
2038,SNRPE
2039,CDX1
2040,SNRPN
2041,CHEK1
2042,WEE1
2043,CDC7
2044,RUVBL1
2045,LATS2
2046,ORF57
2047,FOXM1
2048,ZNF217
2049,HIF1A
2050,ZGPAT
2051,ARIH1
2052,USP44
2053,USP53
2054,ZRANB1
2055,RNF123
2056,SOCS1
2057,CBL
2058,ARFGAP2
2059,B4GALT3
2060,ARL5B
2061,ARL5A
2062,CARM1
2063,TIAM1
2064,USP17L2
2065,BCL11A
2066,KIN
2067,ARMC12
2068,PCAT6
2069,SMURF2
2070,BRF1
2071,IRF7
2072,RAB27A
2073,PRPH2
2074,AGK
2075,DUSP5
2076,MTMR2
2077,OTUD4
2078,OTUD3
2079,KCTD10
2080,FGR
2081,FYN
2082,WAPAL
2083,LSM1
2084,LSM4
2085,CCR2
2086,TRIM63
2087,MCF2L2
2088,ARHGAP20
2089,FASN
2090,LDLR
2091,SREBF1
2092,USP36
2093,ZNF263
2094,RBM45
2095,CXORF67
2096,AU022751
2097,MTA2
2098,C17ORF49
2099,MBD2
2100,CDK2AP1
2101,LIN37
2102,MYBL2
2103,RMDN1
2104,PWWP2A
2105,SUDS3
2106,SHPRH
2107,MRPL9
2108,ARID4B
2109,GATAD1
2110,MDM4
2111,BAHD1
2112,ATG7
2113,ATG10
2114,STAT1
2115,RPL35A
2116,EBNA1BP2
2117,RPL7L1
2118,PLEKHA2
2119,SKIDA1
2120,RPL23A
2121,MRPS25
2122,SPDYE7P
2123,CT45A5
2124,MRPL50
2125,KCNE3
2126,PLCD3
2127,KLHL20
2128,ZC3H3
2129,MYBBP1A
2130,HIST1H2AM
2131,RPL8
2132,LSM7
2133,HMGN4
2134,RPSAP58
2135,ZC3H10
2136,IL17B
2137,PPP2R4
2138,CUL9
2139,NSP5
2140,ORF3B
2141,ASXL3
2142,HAT1
2143,HIF1AN
2144,HDAC3
2145,PPP1R16A
2146,NR4A1
2147,OSR1
2148,DGKZ
2149,CYBA
2150,UBE2D3
2151,CD59
2152,THY1
2153,CD63
2154,AGO2
2155,APOBEC3G
2156,SIGLEC1
2157,ANXA2
2158,TCEB2
2159,TCEB1
2160,CACNA1A
2161,VPS4A
2162,NBN
2163,SKP2
2164,NMT2
2165,NMT1
2166,MR1
2167,CCNT1
2168,BTN2
2169,PDCD6IP
2170,CHMP4A
2171,JUN
2172,PIAS4
2173,SOCS3
2174,AJUBA
2175,WTIP
2176,LPP
2177,ZYX
2178,UBA1
2179,BROX
2180,PTPN23
2181,GAG-POL
2182,PTPN14
2183,ZMYM2
2184,TRIM5
2185,PARD6A
2186,KLF4
2187,RNF7
2188,MKNK2
2189,ALAS1
2190,ELC1
2191,MPV17
2192,ABCC1
2193,TWF1
2194,UBE2V1
2195,LAMTOR3
2196,TYMS
2197,SULT1A1
2198,TTLL12
2199,EIF4H
2200,PRDX5
2201,POMP
2202,HNRNPH3
2203,USP5
2204,DCUN1D1
2205,TRIM26
2206,ZNF512B
2207,RFPL4
2208,MON2
2209,GRM8
2210,MNAT1
2211,UXT
2212,FAF1
2213,TARS
2214,VPS29
2215,RNF40
2216,MDFI
2217,HLTF
2218,C1QB
2219,C1QTNF2
2220,CER1
2221,THAP7
2222,KIRREL2
2223,BCL2L14
2224,COL9A1
2225,ZNF707
2226,CREB3
2227,KNG1
2228,ASTL
2229,DCLRE1C
2230,XPNPEP1
2231,SSX2IP
2232,CC2D2A
2233,CEP128
2234,CNTRL
2235,FBF1
2236,LCA5
2237,MAGEA6
2238,ORC1
2239,PHF8
2240,KLC3
2241,RAB2A
2242,AXIN1
2243,KLC4
2244,BAG2
2245,C1QBP
2246,UBE2K
2247,TECPR2
2248,AMOT
2249,ID1
2250,ID3
2251,FOXK2
2252,FOXL2
2253,IRF3
2254,FOXQ1
2255,CERKL
2256,DACT1
2257,DACT2
2258,RHOBTB3
2259,MAP3K1
2260,CDK4
2261,CDKN1B
2262,KDM5C
2263,ARID2
2264,PDGFRA
2265,RRM2
2266,ARID1A
2267,FGFR3
2268,ROR1
2269,PBRM1
2270,RPS6KB1
2271,FLT3
2272,VEGFA
2273,CEP68
2274,OXT
2275,AVP
2276,CHIT1
2277,LLGL2
2278,INHBE
2279,C1QL4
2280,ZNF223
2281,DACH2
2282,ZNF169
2283,PTRF
2284,FAM19A3
2285,H2AFY2
2286,RPS7
2287,AGO
2288,BETATUB56D
2289,BETATUB60D
2290,MGR
2291,BETATUB97EF
2292,AWD
2293,APKC
2294,JADE1
2295,TRIM11
2296,TAE1
2297,GCD7
2298,HSH155
2299,PRP39
2300,IL32
2301,EAF2
2302,INCA1
2303,ZHX2
2304,CASR
2305,HSP42
2306,FUBP1
2307,HIV2GP4
2308,HIV2GP3
2309,GBF1
2310,GUK1
2311,PTP4A2
2312,GHET1
2313,G6PD
2314,BSG
2315,WDR61
2316,2810403A07RIK
2317,CDKN1C
2318,EPN3
2319,TAF2
2320,EPN2
2321,FTHL17
2322,BIVM
2323,DDIT4L
2324,BEND7
2325,N4BP1
2326,GPS1
2327,MIRLET7B
2328,MIRLET7C
2329,MIRLET7D
2330,MIRLET7E
2331,MIRLET7F2
2332,MIRLET7G
2333,MIRLET7I
2334,MIR1-1
2335,MIR1-2
2336,MIR7-1
2337,MIR7-2
2338,MIR9-1
2339,MIR9-3
2340,MIR10B
2341,MIR15A
2342,MIR15B
2343,MIR16-1
2344,MIR16-2
2345,MIR18A
2346,MIR18B
2347,MIR19A
2348,MIR19B1
2349,MIR19B2
2350,MIR20A
2351,MIR20B
2352,MIR21
2353,MIR25
2354,MIR29A
2355,MIR29B1
2356,MIR29B2
2357,MIR29C
2358,MIR31
2359,MIR34A
2360,MIR34B
2361,MIR34C
2362,MIR92A1
2363,MIR92A2
2364,MIR106A
2365,MIR106B
2366,MIR107
2367,MIR122
2368,MIR128-1
2369,MIR128-2
2370,MIR138-2
2371,MIR140
2372,MIR141
2373,MIR143
2374,MIR145
2375,MIR155
2376,MIR199A1
2377,MIR199A2
2378,MIR200A
2379,MIR200B
2380,MIR200C
2381,MIR205
2382,MIR214
2383,MIR221
2384,MIR222
2385,MIR363
2386,MIR429
2387,MIR451A
2388,SLX4IP
2389,BMX
2390,EMC2
2391,CTIF
2392,KIAA0430
2393,EXD2
2394,IFNL1
2395,IL22RA1
2396,DIRAS2
2397,GRB7
2398,EIF3H
2399,HIST2H3C
2400,PRSS3
2401,UBB
2402,OTUD6B
2403,TET3
2404,DCTN1
2405,LRRC59
2406,UBQLN2
2407,ZNF460
2408,ADIPOQ
2409,MSRA
2410,SFTPA2
2411,PCDH10
2412,HNRNPCL2
2413,GOLGA8A
2414,C1QTNF7
2415,TFPI2
2416,RPL26
2417,ECM1
2418,C1QTNF1
2419,BMP2
2420,RETNLB
2421,ZNF418
2422,ZNF689
2423,CHRM5
2424,COMP
2425,LAIR2
2426,BCAR3
2427,MRPL38
2428,EGFL7
2429,RNF167
2430,DDX50
2431,ERP29
2432,SUGP1
2433,HECTD3
2434,SGTA
2435,APOBEC3B
2436,TAB1
2437,MARVELD2
2438,CEF1
2439,PRP8
2440,ADE8
2441,CWC2
2442,PRP19
2443,PRP46
2444,SNT309
2445,PRP11
2446,BRR2
2447,PRP43
2448,KIFAP3
2449,RIK1
2450,RAF2
2451,ABLIM3
2452,DET1
2453,RFWD2
2454,TNNI3K
2455,ZTL
2456,MAP3K10
2457,MAP3K11
2458,FBXW8
2459,ACT1
2460,AFAP1
2461,LRRC41
2462,HSP82
2463,HSC82
2464,HEK2
2465,ABTB2
2466,COI1
2467,ASK2
2468,RCE1
2469,CUL3B
2470,GPB2
2471,MTW1
2472,DEP1
2473,MDM10
2474,SLA1
2475,GAL10
2476,UBP14
2477,ORC2
2478,ECM2
2479,CMD1
2480,SPP381
2481,SEC66
2482,SHS1
2483,GDH2
2484,COP1
2485,IWR1
2486,DUN1
2487,RPN4
2488,TPS2
2489,RRP8
2490,DPB4
2491,CDC37
2492,SWM1
2493,PEX3
2494,RVS167
2495,ERD1
2496,TOM1
2497,GIN4
2498,CIN8
2499,PRB1
2500,YEL057C
2501,ANP1
2502,HOM3
2503,PTP3
2504,GET2
2505,NUP157
2506,RSP5
2507,GLC7
2508,COG3
2509,HAC1
2510,GYP8
2511,DEG1
2512,PTR3
2513,HUR1
2514,SEC27
2515,SOH1
2516,SRM1
2517,DUO1
2518,RNA15
2519,GET1
2520,PEX31
2521,MSP1
2522,SPR3
2523,UPF3
2524,SLX9
2525,PIL1
2526,PRP31
2527,DAM1
2528,PHB1
2529,GCN5
2530,DYS1
2531,NMD2
2532,QDR1
2533,THS1
2534,PCI8
2535,ARC15
2536,IST3
2537,MNN11
2538,SWI3
2539,HOC1
2540,MNN4
2541,ELM1
2542,AUR1
2543,DID4
2544,UTH1
2545,NUP133
2546,UBI4
2547,RTT109
2548,POM34
2549,SEC72
2550,HRI1
2551,MMS22
2552,ORM2
2553,VID22
2554,VAC14
2555,MSC1
2556,TAF8
2557,VPS9
2558,RPL6A
2559,POB3
2560,RPS1B
2561,RAD52
2562,PEX12
2563,ARP9
2564,FAR3
2565,RIM9
2566,VPS20
2567,CTF18
2568,ADH3
2569,RPS16A
2570,RIM13
2571,PAH1
2572,SGS1
2573,CIK1
2574,MRE11
2575,TMA23
2576,AEP2
2577,JNM1
2578,RPS19B
2579,TOF1
2580,IES2
2581,YNL181W
2582,PSD1
2583,MFA2
2584,SNN1
2585,COG5
2586,COG6
2587,VPS27
2588,ARE2
2589,HUB1
2590,ARC35
2591,POP2
2592,SIN3
2593,PHO80
2594,SHE4
2595,RUD3
2596,SEC63
2597,FEX1
2598,RVB2
2599,NSL1
2600,DDC1
2601,MEX67
2602,ERI1
2603,SEC16
2604,THP3
2605,MED1
2606,YPR098C
2607,CTR1
2608,VPS4
2609,NHP10
2610,FBXO11
2611,PGAM5
2612,PSMA6
2613,UBE2N
2614,FBXO31
2615,ZC3HC1
2616,GAN
2617,ENC1
2618,KLHL41
2619,ARID1B
2620,AIM3
2621,PRP2
2622,PRP16
2623,CASP3
2624,UCHL5
2625,CDC28
2626,DMRT2
2627,TRPC4AP
2628,FBXO42
2629,NUDT21
2630,MEST
2631,GAPDH
2632,FRZB
2633,NIPSNAP3A
2634,RAG1
2635,MED8
2636,COPS2
2637,HOXB4
2638,MCM10
2639,GRIN1
2640,GRIN2B
2641,MCL1
2642,FBXW2
2643,FBXL5
2644,FBXO44
2645,FBXO17
2646,FBXO27
2647,KLHL7
2648,FBXL12
2649,HINT1
2650,KLHL2
2651,RBFOX1
2652,LRR1
2653,LRRC14
2654,DDA1
2655,COPS3
2656,COPS4
2657,COPS6
2658,COPS7A
2659,BTB1
2660,BTB2
2661,BTB3
2662,ACTA2
2663,NPL3
2664,SESN2
2665,SESN1
2666,KLHL3
2667,TRAF3IP1
2668,FEM1B
2669,TAF1
2670,NPHP4
2671,FBXL15
2672,NAM7
2673,CAPN1
2674,KIAA0101
2675,ESL2
2676,HAX1
2677,ADCY7
2678,YAK1
2679,SKY1
2680,IME2
2681,DCUN1D5
2682,HACE1
2683,NEDD4
2684,MAP4K1
2685,ERRFI1
2686,NCF2
2687,NAA10
2688,IP6K1
2689,AATK
2690,DAPK1
2691,ZFP821
2692,SAMHD1
2693,HSPB1
2694,HSPB2
2695,KBTBD6
2696,KBTBD7
2697,IBTK
2698,MAN1
2699,KIF3C
2700,DTL
2701,BRWD3
2702,NRIP3
2703,GATA2
2704,ERBB3
2705,DCUN1D2
2706,DCUN1D4
2707,IRS1
2708,FBXO40
2709,KCTD17
2710,RER2
2711,SUP35
2712,PCF11
2713,NCB2
2714,RBA50
2715,WBP1
2716,KRE29
2717,SPB4
2718,MOB2
2719,KEG1
2720,LSG1
2721,CEG1
2722,GPI10
2723,TAM41
2724,NOP19
2725,SEC11
2726,MTR4
2727,CDC11
2728,UGP1
2729,MDN1
2730,NSE5
2731,TEM1
2732,BET5
2733,PRE8
2734,PGA3
2735,RSC9
2736,ERO1
2737,TAP42
2738,PDS5
2739,CTF13
2740,MED11
2741,SPC24
2742,RRB1
2743,VTI1
2744,RRP5
2745,CUS1
2746,TIF11
2747,PRP24
2748,FCP1
2749,LCB1
2750,NIP1
2751,KRI1
2752,DBP6
2753,DCP1
2754,SGT1
2755,DFR1
2756,NOG1
2757,FAS2
2758,YTH1
2759,YAL064W
2760,DNF2
2761,TMN2
2762,TMA64
2763,AGE1
2764,FDC1
2765,YEL043W
2766,AFG3
2767,GLN3
2768,YER134C
2769,BUD27
2770,DDI2
2771,SHE10
2772,COX6
2773,OSH3
2774,SPO22
2775,SEC28
2776,PAU15
2777,ENT3
2778,CMC1
2779,YLL066W-B
2780,YPT7
2781,RPS17A
2782,SMA2
2783,ATP18
2784,COQ5
2785,CTK3
2786,VAN1
2787,YMR001C-A
2788,RSF1
2789,AEP1
2790,SOV1
2791,YTA12
2792,MTG1
2793,ASC1
2794,PKR1
2795,YMR155W
2796,INP2
2797,SPT21
2798,SSO2
2799,MRPL24
2800,YMR242W-A
2801,COA6
2802,PET111
2803,ZDS1
2804,DSS1
2805,GAS1
2806,ELP6
2807,YMR315W
2808,ARK1
2809,TEP1
2810,ASI2
2811,ADE12
2812,DDR2
2813,SMF1
2814,YOL155W-A
2815,TIR2
2816,MDM32
2817,TUF1
2818,VPH1
2819,RPL20B
2820,YPL039W
2821,AIM44
2822,ATG29
2823,SPO24
2824,YPR117W
2825,YPR153W
2826,SKI3
2827,PRP45
2828,STU1
2829,POL12
2830,PRE7
2831,BRN1
2832,IPP1
2833,PRP6
2834,SEC18
2835,PGI1
2836,AME1
2837,TRS20
2838,RPT2
2839,MPS1
2840,ARP2
2841,DBP10
2842,USO1
2843,SNU23
2844,KIN28
2845,SCM3
2846,PDS1
2847,DOP1
2848,TAF12
2849,SEC1
2850,TAF10
2851,SCC2
2852,CCT6
2853,CAB5
2854,SNU56
2855,PRP28
2856,TRS23
2857,NSE3
2858,GPI11
2859,TFB1
2860,YCG1
2861,GPI19
2862,SLD5
2863,SEC20
2864,MMS21
2865,HYP2
2866,UTR5
2867,POL5
2868,SEC3
2869,NTF2
2870,PRE1
2871,PUP3
2872,BUR6
2873,CCA1
2874,SMC1
2875,RPN11
2876,SAD1
2877,PRE4
2878,NUP145
2879,SPC105
2880,NAB2
2881,CSE1
2882,GUS1
2883,SWC4
2884,PRP18
2885,SEC9
2886,PRP38
2887,TOM20
2888,COG2
2889,PTI1
2890,OKP1
2891,CAB4
2892,RPS20
2893,BRL1
2894,ERG7
2895,DNA2
2896,KOG1
2897,TAO3
2898,NDC80
2899,PAN1
2900,BET4
2901,NUP82
2902,SMC3
2903,EXO70
2904,CDC8
2905,RFC2
2906,FIP1
2907,SPC42
2908,ASK1
2909,MPE1
2910,MIF2
2911,YJU2
2912,RRN3
2913,MTR2
2914,TFA2
2915,DAD2
2916,COF1
2917,SSL1
2918,RSC58
2919,STU2
2920,CFT2
2921,CLF1
2922,HSP60
2923,SEC22
2924,SMD2
2925,CWC24
2926,KAP95
2927,AFG2
2928,SWP1
2929,GPI15
2930,POL1
2931,SRV2
2932,SRP1
2933,CWC25
2934,POL2
2935,SEC12
2936,MVD1
2937,ESF2
2938,PRE6
2939,PFY1
2940,PUP1
2941,MTR10
2942,CLP1
2943,RPT4
2944,RPN8
2945,YTM1
2946,RPA190
2947,PRE10
2948,MRS6
2949,TAF3
2950,ERG10
2951,TIM50
2952,GPI2
2953,IDI1
2954,TFB2
2955,NOP53
2956,RAD53
2957,IPL1
2958,TIF6
2959,TAH18
2960,SEC8
2961,COG4
2962,SMX3
2963,VPS8
2964,SWC3
2965,MYO4
2966,HTB2
2967,KIP1
2968,YBL081W
2969,BNA4
2970,ECM21
2971,GRX7
2972,MNN2
2973,YBR056W
2974,UBC4
2975,RXT2
2976,TPS1
2977,SHE3
2978,YBR139W
2979,UBS1
2980,SWD3
2981,UBX7
2982,APE3
2983,YBR287W
2984,YDL124W
2985,ENT1
2986,GLT1
2987,VMA1
2988,MGT1
2989,NOP6
2990,HBT1
2991,OST4
2992,LRG1
2993,AIM7
2994,DOA4
2995,TFB5
2996,UBC13
2997,GIS1
2998,YDR115W
2999,MTC5
3000,SAC6
3001,PEX7
3002,KGD2
3003,SAC3
3004,YDR169C-A
3005,UME6
3006,PEX10
3007,RNH202
3008,HNT2
3009,SUM1
3010,OMS1
3011,MRPL35
3012,YSP2
3013,PAL1
3014,TRP4
3015,SHE9
3016,SIZ1
3017,RPL27B
3018,VPS52
3019,VPS72
3020,GDA1
3021,MAK10
3022,BIM1
3023,ISC1
3024,ACA1
3025,FCY21
3026,YER079W
3027,GLE2
3028,GLO3
3029,BEM2
3030,YER175W-A
3031,PAU5
3032,KAP122
3033,DST1
3034,MPC1
3035,VPS73
3036,ITC1
3037,NUT1
3038,PEX14
3039,SPO74
3040,BUD13
3041,TPN1
3042,PAC10
3043,RPL11B
3044,DRN1
3045,VPS62
3046,RSR1
3047,RNR4
3048,CCH1
3049,TNA1
3050,NPR3
3051,YHL026C
3052,RIM101
3053,YHR022C-A
3054,SRB2
3055,SMF2
3056,MRPL6
3057,LIN1
3058,THP2
3059,STB5
3060,YIL024C
3061,CAP2
3062,APQ12
3063,YIL046W-A
3064,YIL055C
3065,FIS1
3066,SDS3
3067,PRK1
3068,SIM1
3069,RPL40A
3070,YIL165C
3071,SGN1
3072,COX16
3073,MAD3
3074,BBC1
3075,UBX6
3076,YJL160C
3077,ATP12
3078,YJR056C
3079,MOG1
3080,YJR084W
3081,STR2
3082,MET5
3083,SOR1
3084,PUT3
3085,VPS24
3086,OAR1
3087,LHS1
3088,MUD2
3089,VMA5
3090,CTK1
3091,ZRT3
3092,DOA1
3093,YRA2
3094,MEH1
3095,YPT52
3096,GMH1
3097,YKR041W
3098,YKR075C
3099,MRPL20
3100,YLL006W-A
3101,IRC19
3102,ENT4
3103,PML1
3104,RIC1
3105,STM1
3106,SHH4
3107,YKE2
3108,CSC1
3109,BUD6
3110,VRP1
3111,YLR345W
3112,BER1
3113,TDA5
3114,TRM12
3115,NAB6
3116,YMR030W-A
3117,MYO5
3118,SIP5
3119,CMC4
3120,YMR279C
3121,ASI3
3122,SSN8
3123,VAC7
3124,RPL16B
3125,EOS1
3126,END3
3127,PHO23
3128,GIM3
3129,RHO5
3130,WHI3
3131,YNL208W
3132,BNI4
3133,SIN4
3134,SLA2
3135,BSC4
3136,CAF40
3137,RIM21
3138,YPT11
3139,FIG4
3140,CIT1
3141,SWM2
3142,URK1
3143,YNR071C
3144,HTZ1
3145,YOL024W
3146,GPD2
3147,MDM20
3148,MPD2
3149,MSN1
3150,CTR9
3151,YOL153C
3152,IMA2
3153,CIN5
3154,DFG16
3155,VHS3
3156,ASE1
3157,YOR072W-B
3158,WHI5
3159,LPX1
3160,YVC1
3161,VPS21
3162,INP53
3163,RPS30B
3164,PEX27
3165,MET7
3166,TIM18
3167,SNU66
3168,SNF8
3169,MET12
3170,MFM1
3171,ALD6
3172,VPS28
3173,BTS1
3174,YPL077C
3175,BRO1
3176,YDC1
3177,BEM3
3178,TAF14
3179,YPL150W
3180,YPL162C
3181,NIP100
3182,PPQ1
3183,LEA1
3184,RPL1A
3185,PBI1
3186,HAL1
3187,CMR3
3188,APL4
3189,SRO7
3190,BRR1
3191,CLB5
3192,UVRAG
3193,WDTC1
3194,KLHL18
3195,KLHL6
3196,PFDN4
3197,PHACTR2
3198,KIAA1143
3199,TMOD3
3200,RNASE1
3201,NPB
3202,TWF2
3203,COBL
3204,NDUFA4L2
3205,MRPS17
3206,INTU
3207,BIR1
3208,AAH1
3209,DHH1
3210,CCR4
3211,ALG14
3212,CRD1
3213,MMS4
3214,TRS85
3215,CHD1
3216,LDB18
3217,RPL38
3218,VIP1
3219,PML39
3220,RCO1
3221,ABZ2
3222,PAC1
3223,DIT1
3224,RET2
3225,VAM7
3226,SET1
3227,LSM12
3228,DCD1
3229,BCY1
3230,PEP8
3231,HIR3
3232,POM33
3233,ARP6
3234,SRN2
3235,STT4
3236,YML108W
3237,MVP1
3238,RNA14
3239,AZF1
3240,SER1
3241,HSE1
3242,VPS38
3243,ADD66
3244,PBA1
3245,BFA1
3246,CIN2
3247,SHO1
3248,AHR
3249,ZMYM4
3250,CASP1
3251,PMA1
3252,CENPW
3253,C1ORF106
3254,CDK5RAP2
3255,DBP5
3256,CSE4
3257,UCP3
3258,PICK1
3259,NGB
3260,FBXL17
3261,TUB4
3262,OR8U8
3263,C1QTNF9
3264,ALG13
3265,CEP85
3266,CNOT6L
3267,CPEB4
3268,DAZL
3269,DCP1A
3270,FAM120C
3271,LSM14A
3272,PRRC2B
3273,PUM1
3274,R3HDM2
3275,RBM47
3276,RNF214
3277,SMAP2
3278,SMG6
3279,ZFP36
3280,STAT2
3281,LEM2
3282,HRQ1
3283,TNFAIP1
3284,BCL7C
3285,DPF1
3286,GLTSCR1
3287,PMAIP1
3288,TNFRSF10B
3289,CFLAR
3290,VCL
3291,UBE2F
3292,MLF2
3293,HELLS
3294,DCAF8
3295,PFN3
3296,ZNF695
3297,LOC100288778
3298,REG3A
3299,NCKAP5
3300,TMCC2
3301,CGGBP1
3302,NEXN
3303,SCIN
3304,DUSP10
3305,ABRA
3306,NAT6
3307,OR7A17
3308,LRRC20
3309,IL23R
3310,CXORF21
3311,FBXO4
3312,MAGEA9
3313,PPIL1
3314,RPS18
3315,DPP4
3316,CLEC4E
3317,ZEB2
3318,SERPINC1
3319,BCAS3
3320,PRDX2
3321,RHOQ
3322,RHOA
3323,CG13407
3324,CG15167
3325,POLR2M
3326,SSU72
3327,BANF1
3328,TNPO1
3329,CHCHD4
3330,TUBB4B
3331,KIFC5B
3332,NFIA
3333,EXOSC5
3334,CAST
3335,EXOSC4
3336,ADNP
3337,HMGA2
3338,PGRP-LE
3339,IRD5
3340,PGRP-LC
3341,REL
3342,IAP2
3343,TAK1
3344,IKBKAP
3345,KPNA4
3346,KPNA5
3347,HNRNPUL1
3348,AP2B1
3349,CDV3
3350,EIF4G1
3351,GARS
3352,KHSRP
3353,LDHB
3354,PFDN2
3355,NUP43
3356,NUP85
3357,NUP160
