,0
3358,NUP35
3359,B9D2
3360,DYNLT1
3361,NDUFS5
3362,VIM
3363,TOR1AIP1
3364,CREB1
3365,RBPJ
3366,FOXC2
3367,FOXE1
3368,COX6B1
3369,CISD3
3370,ABHD11
3371,SUGCT
3372,PTPN2
3373,NFIB
3374,DOM
3375,PHL
3376,DM
3377,FT
3378,BRCA2
3379,PDK1
3380,DOS
3381,Z600
3382,GIG
3383,SIMA
3384,CSW
3385,SOWAHA
3386,EIF4ENIF1
3387,CXCR4
3388,CDCA7L
3389,RAB9A
3390,SCO1
3391,SFXN1
3392,PSEN1
3393,ACOX1
3394,ANXA6
3395,CS
3396,ECHS1
3397,ENO2
3398,GSR
3399,HIBADH
3400,IDH1
3401,CCBL2
3402,OXCT1
3403,PGD
3404,COX17
3405,METAP2
3406,SNAP23
3407,USP47
3408,A230046K03RIK
3409,HMGB3
3410,KMT2B
3411,RBBP5
3412,KLF1
3413,ATN1
3414,GABARAPL1
3415,NFKBID
3416,ENG
3417,MIR9-2
3418,GRB10
3419,HIST1H2BD
3420,HIST1H2BL
3421,HIST1H2BH
3422,LACTB
3423,IMMP1L
3424,HSCB
3425,DIABLO
3426,APOO
3427,SLC25A12
3428,ORF4B
3429,SEC61B
3430,TOP3B
3431,HMGN1
3432,POLDIP3
3433,MAP3K15
3434,SSR1
3435,TMX3
3436,NME3
3437,ARL1
3438,PTMS
3439,EMD
3440,NUP155
3441,PARP1
3442,DDX39A
3443,MAP4K2
3444,CHCHD2
3445,CHCHD5
3446,NDUFC2
3447,ZNF581
3448,RPP30
3449,RPL36AL
3450,TRMT2A
3451,GLYR1
3452,ZNF668
3453,T
3454,ELF1
3455,ETV7
3456,FOS
3457,FOXI1
3458,GCM1
3459,NHLH1
3460,HNF1B
3461,HNF4A
3462,IRF4
3463,KLF5
3464,PRDM1
3465,SOX10
3466,SOX17
3467,SOX5
3468,SOX6
3469,SOX9
3470,SP7
3471,TBR1
3472,TEAD1
3473,TLX2
3474,TLX3
3475,ABHD16A
3476,MAP3K3
3477,C11ORF30
3478,FOXO1
3479,PRKCQ
3480,PRKCG
3481,PRKCA
3482,PRKCB
3483,PKLR
3484,KHDRBS3
3485,USP45
3486,FYCO1
3487,ZNF335
3488,CCAR2
3489,RACGAP1
3490,DCTN2
3491,TCF3
3492,TINF2
3493,POT1
3494,CRK
3495,EPPK1
3496,CORO1B
3497,GCN1L1
3498,AK2
3499,DYNLRB1
3500,ATF2
3501,RPGRIP1L
3502,TRIM32
3503,MAP1LC3A
3504,HESX1
3505,MST1R
3506,MAPK7
3507,CDC25C
3508,BAG3
3509,UL46
3510,ATP6V0B
3511,PLA2G12A
3512,LTB4R
3513,HOXC10
3514,SMARCD1
3515,RAB11A
3516,RASSF2
3517,CKB
3518,GSS
3519,HMGB2
3520,PAK2
3521,TGM2
3522,UBE2R2
3523,IRS4
3524,DDIT3
3525,ZNF646
3526,TNK1
3527,TMEM171
3528,TESPA1
3529,ZNF645
3530,FAM189A2
3531,ZFP41
3532,FRMD5
3533,WWC1
3534,CBLL1
3535,DRG1
3536,RNMT
3537,SCLT1
3538,CEP89
3539,PPP1CB
3540,MPHOSPH8
3541,CDC25B
3542,KDR
3543,WDR62
3544,BCLAF1
3545,THOC2
3546,SIN3B
3547,RTEL1
3548,PHF12
3549,KIF7
3550,TBCK
3551,CDC23
3552,OSGEP
3553,CREBBP
3554,TUBA3A
3555,STK38
3556,SHANK3
3557,LATS1
3558,PPEF2
3559,PPM1H
3560,TENC1
3561,SMTNL2
3562,DMD
3563,SPATA13
3564,MEAF6
3565,TFEB
3566,PRICKLE3
3567,PLEKHG5
3568,PAK6
3569,TSPYL6
3570,CDCA7
3571,NKD2
3572,ZNF397
3573,DMTN
3574,RIN1
3575,FAM163A
3576,TEX33
3577,SNX24
3578,REEP1
3579,RAB11FIP1
3580,SSH1
3581,NCAPH2
3582,PTPDC1
3583,COQ2
3584,SDHA
3585,DUSP16
3586,UBE2L6
3587,SOCS6
3588,KANK1
3589,ZFP36L2
3590,CDX2
3591,TRPC6
3592,FH
3593,ACAA2
3594,ACADM
3595,ALDH1B1
3596,ALDH2
3597,ATIC
3598,SPARC
3599,MAB21L2
3600,TNFSF13B
3601,GEM
3602,MTMR4
3603,1110037F02RIK
3604,LIX1
3605,CLVS2
3606,MIRLET7A1
3607,MIRLET7A2
3608,MIR98
3609,MYLK2
3610,PDPK1
3611,PRKCE
3612,SH2D3C
3613,GGCX
3614,SLC1A3
3615,NSP9
3616,STAG2
3617,C12ORF49
3618,MRGBP
3619,POLR1E
3620,PPFIBP2
3621,ATAT1
3622,RNH1
3623,PLEKHG3
3624,HSPA2
3625,LNP1
3626,FAM9B
3627,SNX33
3628,DENND2C
3629,FAM13A
3630,C7ORF49
3631,OAZ1
3632,MAP7
3633,GRIP1
3634,FAM124A
3635,PKP2
3636,IGF2BP3
3637,FBLIM1
3638,ZNF677
3639,AFAP1L1
3640,CEP112
3641,CKAP5
3642,GAREM
3643,GOLGA6L2
3644,GPSM3
3645,FAM122B
3646,MAP3K6
3647,PDE7B
3648,PPIP5K2
3649,C6ORF222
3650,PSD4
3651,TRIP11
3652,GUSBP5
3653,ZC3H11A
3654,PRPS2
3655,ZNF395
3656,KIAA1211
3657,FAM86C1
3658,STAC
3659,NCKIPSD
3660,KSR2
3661,FSCN1
3662,TMPRSS2
3663,TFRC
3664,CTSL
3665,FURIN
3666,IFITM1
3667,CLEC4D
3668,ACE2
3669,NRP1
3670,NSP14
3671,TAX1BP1
3672,RIPK2
3673,E2F1
3674,ELF4
3675,KLF6
3676,NFYC
3677,LGALS8
3678,RHOJ
3679,RAC3
3680,ITGAE
3681,TGS1
3682,D19A
3683,SU(VAR)3-9
3684,ITGB7
3685,RAD17
3686,OTUB1
3687,USP25
3688,TCEA2
3689,KLHL13
3690,UPF3B
3691,ZBED8
3692,SELENBP1
3693,RPS10
3694,CSNK1G1
3695,DUSP23
3696,UBE2W
3697,CDK2AP2
3698,TSC22D1
3699,RBM8A
3700,ZFP42
3701,LAM
3702,NEF
3703,GNL3
3704,BOP1
3705,UPF1
3706,FADD
3707,EEF2K
3708,SIRT1
3709,SKIL
3710,E130012A19RIK
3711,SMG1
3712,CHST1
3713,EXOSC8
3714,AARS
3715,ANP32A
3716,PDLIM5
3717,PKM
3718,PLIN3
3719,CDC37L1
3720,HSP90B1
3721,LIN28B
3722,SENP1
3723,MAGEB4
3724,VTI1B
3725,UROS
3726,CROT
3727,EIF4A2
3728,SKIV2L2
3729,ACOT13
3730,CTPS1
3731,DDX18
3732,DDX24
3733,EIF6
3734,IMPDH1
3735,METTL1
3736,PABPC3
3737,PSMD11
3738,PUS7
3739,TRMT6
3740,CNTROB
3741,SPICE1
3742,CEP164
3743,NIN
3744,C10ORF12
3745,THOC5
3746,THOC1
3747,UBA6
3748,THOC7
3749,IGF2BP1
3750,RHOU
3751,GDI1
3752,EIF4A1
3753,CELF3
3754,LRFN4
3755,LSM5
3756,CLASRP
3757,SMPD3
3758,TCP1
3759,CCT3
3760,CCT7
3761,VRK2
3762,CLEC14A
3763,LCOR
3764,TBX3
3765,ACO2
3766,IGF1R
3767,ACTR8
3768,CHRAC1
3769,B3GNT2
3770,B4GALT1
3771,DAZAP1
3772,CTBP1
3773,ESRRB
3774,SLC2A4
3775,TRAF2
3776,TRAF3
3777,CTPS2
3778,NCBP1
3779,POLR1C
3780,PPWD1
3781,GLRX3
3782,SLC13A1
3783,UBE2D4
3784,MID2
3785,PAX4
3786,DRG2
3787,BYSL
3788,VRTN
3789,DDX56
3790,EMC4
3791,ERCC6
3792,TDRD3
3793,HTR6
3794,DOCK11
3795,IMP
3796,ME31B
3797,PABP
3798,SQD
3799,EIF4G
3800,MBD3
3801,SAP30
3802,MKRN3
3803,BGLT3
3804,SEC23B
3805,PAIP2B
3806,RNF41
3807,FAM120A
3808,HNRNPCL1
3809,VWC2L
3810,PYY
3811,MRVI1
3812,CYP2J2
3813,IGFN1
3814,DYNLL2
3815,RSL1D1
3816,RBMS2
3817,SNX3
3818,LSM6
3819,CTNND1
3820,EIF3G
3821,AGO1
3822,SAT1
3823,RASGRF1
3824,MLXIPL
3825,RAF1
3826,CPNE4
3827,PSPC1
3828,RGS3
3829,CA2
3830,TESK1
3831,TESK2
3832,TFPI
3833,MLXIP
3834,TNFAIP3
3835,LYST
3836,F10
3837,UCP2
3838,USP43
3839,USP32
3840,PITX3
3841,CAMK2B
3842,HDAC7
3843,EXO1
3844,CCND1
3845,COMMD1
3846,ARHGEF7
3847,NEDD4L
3848,BCL2L11
3849,PLXNB3
3850,PER1
3851,KCND3
3852,MARK2
3853,TBC1D3
3854,EPS15
3855,GORASP2
3856,HSPA1A
3857,RBM17
3858,RNF43
3859,ZFP36L1
3860,IQCB1
3861,BAX
3862,CD81
3863,KCNK9
3864,KCNJ11
3865,GPR15
3866,IRAK3
3867,MAPK11
3868,BCCIP
3869,DAK
3870,RRAGB
3871,SIK3
3872,CCHCR1
3873,PPP1R12C
3874,QRICH1
3875,CEP55
3876,KIAA1683
3877,RNF115
3878,MAST1
3879,BHLHE41
3880,WDFY2
3881,CASQ2
3882,RPS6KB2
3883,ZFAND6
3884,PITHD1
3885,SLK
3886,ANKRA2
3887,CHORDC1
3888,CENPJ
3889,PPP3CB
3890,LIN7C
3891,CXXC1
3892,ZNF669
3893,ZNF408
3894,SERPINB8
3895,SERPINA12
3896,KLHL28
3897,ASAH1
3898,CCDC22
3899,CETN1
3900,APEX2
3901,HOMER1
3902,MTNR1A
3903,SOAT1
3904,URI1
3905,TTC23
3906,1600002H07RIK
3907,IFNAR1
3908,BDP1
3909,CCDC84
3910,EIF4G2
3911,GTF2H4
3912,MAPKAP1
3913,POLD1
3914,PPM1D
3915,PPTC7
3916,MAP3K5
3917,STK4
3918,KCNJ2
3919,NAV2
3920,KCTD15
3921,RNF8
3922,OAT
3923,GSTP1
3924,SUN2
3925,CTBP2
3926,ACTB
3927,MYH10
3928,SLC8A1
3929,SSB
3930,G6PDX
3931,SLC9A1
3932,LPHN2
3933,SLC8A2
3934,CCDC170
3935,MIRLET7A3
3936,MIRLET7F1
3937,MIR7-3
3938,MIR17
3939,MIR93
3940,MIR138-1
3941,MIR206
3942,PEBP1
3943,SHOC2
3944,YES1
3945,GOLGA8DP
3946,STK10
3947,IGFBP3
3948,CDCA5
3949,NIPBL
3950,CECR2
3951,SP110
3952,TRIM66
3953,HULC
3954,DANCR
3955,UHMK1
3956,EIF5A
3957,SUV420H2
3958,CPSF7
3959,TSPYL5
3960,FAM76B
3961,CIAO1
3962,TDRKH
3963,GGH
3964,CD274
3965,ZKSCAN8
3966,AGO4
3967,ZC2HC1C
3968,ALOXE3
3969,RND3
3970,CDR2L
3971,TTC9C
3972,DGKG
3973,FEZF1
3974,C12ORF74
3975,KLHL14
3976,F12
3977,NSUN5P1
3978,SWSAP1
3979,D2HGDH
3980,METTL21B
3981,MAP2K2
3982,PPARD
3983,CCDC183
3984,SOHLH1
3985,UPP1
3986,DIS3L
3987,TRA2B
3988,MAPRE1
3989,PDE4B
3990,MAGEL2
3991,PEG10
3992,RND1
3993,PPID
3994,FANCC
3995,P2RX7
3996,CITED1
3997,TADA3
3998,RGS2
3999,DNAJA3
4000,DNAJB1
4001,DNAJA1
4002,DNAJC3
4003,POLR3D
4004,BAG4
4005,STMN1
4006,GOT2
4007,HSF1
4008,GPR37
4009,HGS
4010,SSE1
4011,PRPF4
4012,PACSIN1
4013,PACSIN2
4014,PACSIN3
4015,HDAC10
4016,CDK11B
4017,TSSK6
4018,MYD88
4019,IL16
4020,CDK5RAP3
4021,USP50
4022,LALBA
4023,TLR4
4024,HLA-DRA
4025,HLA-DRB3
4026,HLA-DRB4
4027,HLA-DRB5
4028,MAPK8
4029,SNAP25
4030,LQF
4031,CLINT1-A
4032,ZFAND2A
4033,MKKS
4034,PARD3
4035,DNAJB2
4036,UCHL1
4037,UNG
4038,SMUG1
4039,NEDD8
4040,PRKACB
4041,TXNL4A
4042,AP2A1
4043,AIPL1
4044,RBSN
4045,DNAJB14
4046,INPPL1
4047,PIK3R2
4048,AP2M1
4049,UL49
4050,ATP13A2
4051,LIPC
4052,IRAK1
4053,GCH1
4054,NOP58
4055,RPS4X
4056,EEF2
4057,DNAJB12
4058,TUBA1B
4059,RPLP0P6
4060,KCNH2
4061,KCNQ4
4062,SUGT1
4063,MAP1B
4064,AHI1
4065,MKS1
4066,NPHP1
4067,NPHP3
4068,INVS
4069,CEP290
4070,SYNPO2
4071,CAMKMT
4072,METTL20
4073,METTL21A
4074,METTL21C
4075,METTL22
4076,CIR1
4077,SLC12A3
4078,ST13
4079,TOPBP1
4080,CDKN2A
4081,ATXN10
4082,NAPRT
4083,RPS6KA3
4084,ZBTB1
4085,PASK
4086,IVNS1ABP
4087,HAUS2
4088,LGALS3BP
4089,TUBGCP2
4090,TUBGCP4
4091,CIDEC
4092,SERP1
4093,MCF2
4094,CCNI2
4095,LPGAT1
4096,LRRC28
4097,POC1A
4098,VASH1
4099,KIAA1191
4100,NXF5
4101,RIC3
4102,TSSK1B
4103,USP46
4104,ZSCAN32
4105,WDR37
4106,APBB2
4107,NDRG2
4108,KCNJ10
4109,CCDC117
4110,CYP3A4
4111,C12ORF10
4112,CPS1
4113,GRPEL1
4114,HSP90AB1
4115,HSPA9
4116,TECR
4117,AKAP5
4118,KIAA1107
4119,SDHAF2
4120,KIF21B
4121,RAB4B
4122,WBP11
4123,HEMGN
4124,SKI
4125,ALKBH3
4126,HTN3
4127,KCNA5
4128,ZNF618
4129,HYPK
4130,RFX1
4131,DERL1
4132,HSF2
4133,ARMC1
4134,TBC1D23
4135,GMNN
4136,HMCES
4137,CYP8B1
4138,SNX20
4139,ABHD15
4140,KLHL34
4141,KCND2
4142,VILL
4143,SLC27A3
4144,TCAP
4145,GNA15
4146,C21ORF59
4147,NUS1
4148,NOX5
4149,FAM73B
4150,FUZ
4151,DCDC2B
4152,VWA2
4153,PRODH
4154,CDK10
4155,TRIM16L
4156,CNN2
4157,RNF34
4158,GFAP
4159,C19ORF45
4160,SPATA5L1
4161,TRMT12
4162,CAPG
4163,LRRC56
4164,NMNAT3
4165,VSIG8
4166,TYSND1
4167,SSMEM1
4168,THSD4
4169,TTC30B
4170,KCNV2
4171,DSCR4
4172,FOXRED1
4173,KLHL10
4174,ZNF488
4175,EPB42
4176,LEPREL2
4177,HAO2
4178,BPNT1
4179,FRMD8P1
4180,KLHL36
4181,PRKACG
4182,CHD1L
4183,AGPAT3
4184,NPAS1
4185,DHX57
4186,CPLX4
4187,GPR6
4188,PNPLA5
4189,KCNC4
4190,GPR156
4191,PANK2
4192,NLRX1
4193,IER2
4194,CFAP52
4195,HTR1E
4196,THAP4
4197,BBS1
4198,POLE
4199,C9ORF116
4200,PTGIR
4201,EXOC3L2
4202,C1ORF94
4203,SSH3
4204,KBTBD4
4205,GK2
4206,TAF6L
4207,FCRL3
4208,C20ORF96
4209,FAM187B
4210,CDK3
4211,MVP
4212,RBM42
4213,IL17RC
4214,ARHGEF16
4215,CHI3L1
4216,CDKL3
4217,MPZL1
4218,RCCD1
4219,INADL
4220,SRK1
4221,DDX59
4222,EDEM3
4223,DCAF4L2
4224,FAM92A
4225,FES1
4226,HIST2H3A
4227,ACLY
4228,ADSL
4229,LARS
4230,PPP6C
4231,SLC25A1
4232,VPS4B
4233,COPE
4234,MED9
4235,MTCH2
4236,NPRL2
4237,C9ORF72
4238,CDC34
4239,AQP2
4240,SENP2
4241,CNTNAP1
4242,NEK2
4243,RB1
4244,SIRPA
4245,EIF4B
4246,PTPRF
4247,FUNDC1
4248,ZFYVE21
4249,KCNH5
4250,DLAT
4251,SLC25A20
4252,BCL9
4253,CLUAP1
4254,ACTN4
4255,DNM1
4256,RPL13
4257,SYN1
4258,UBE2D2A
4259,GRN
4260,MLH1
4261,AP1B1
4262,NSP10AB
4263,ORF9B
4264,TRIM6
4265,ABI1
4266,AXL
4267,DUSP6
4268,ELK1
4269,HCK
4270,MAP2K5
4271,MAPK3
4272,PTK6
4273,PTPN12
4274,PXN
4275,SH3BGRL
4276,NME1
4277,NME1-NME2
4278,SHOX2
4279,STAG1
4280,PDS5A
4281,PDS5B
4282,PLEKHG2
4283,ARHGEF4
4284,AIMP2
4285,ODF2
4286,ORF9C
4287,MEF2D
4288,NRK
4289,DTNA
4290,DNAJB3
4291,DNAJB5
4292,DNAJB8
4293,ACBD5
4294,AKAP1
4295,C11ORF52
4296,LAMTOR1
4297,ABCG2
4298,SYVN1
4299,WDR27
4300,EPB41L4B
4301,CCDC142
4302,CERCAM
4303,C7ORF26
4304,RAD51
4305,PNPLA7
4306,C14ORF80
4307,SOWAHB
4308,TEX40
4309,ATP6V1G2
4310,WDR72
4311,DPP9
4312,KCNV1
4313,TUSC2
4314,RAD51B
4315,GALNT9
4316,RNF10
4317,FBXL16
4318,SLC12A9
4319,CCT8L2
4320,SLC12A4
4321,MAN2C1
4322,KIF16B
4323,GADL1
4324,URGCP
4325,PIGQ
4326,GNA13
4327,SLC25A18
4328,NAT16
4329,ATP10A
4330,SLC25A42
4331,LRRC14B
4332,LRRC36
4333,FUK
4334,LRRC40
4335,AHCYL1
4336,RBPJL
4337,AGBL4
4338,C10ORF32
4339,ODF3
4340,DNAI1
4341,OPALIN
4342,DCTN3
4343,TRMU
4344,MYH7B
4345,PLD2
4346,ACTL6B
4347,OPN1SW
4348,ARMC5
4349,AGBL5
4350,POLE4
4351,SIM2
4352,PRAMEF12
4353,SLC25A23
4354,ADAD2
4355,METTL10
4356,IL17F
4357,PIK3R6
4358,KLHL26
4359,LGI1
4360,ANAPC5
4361,CCIN
4362,MTMR11
4363,NLRC5
4364,CPZ
4365,OSBPL7
4366,KRT78
4367,HECTD2
4368,LCMT2
4369,QKI
4370,ELP4
4371,RETSAT
4372,ZNF215
4373,SLC9A5
4374,SNX21
4375,MOCS3
4376,XRRA1
4377,ACSM2B
4378,PPM1M
4379,WDR36
4380,PTH2R
4381,CFAP57
4382,NOXO1
4383,AGAP3
4384,DBNL
4385,DLGAP4
4386,FOXD4
4387,LIMK2
4388,YJEFN3
4389,GXYLT2
4390,QTRT1
4391,DMWD
4392,RFXANK
4393,ELMO3
4394,WDR90
4395,LFNG
4396,SLC25A10
4397,NSUN5P2
4398,C9ORF171
4399,INF2
4400,TTLL5
4401,ALDH3B2
4402,TLE2
4403,ODF3L1
4404,HEY2
4405,PTPN18
4406,STK35
4407,TMPRSS5
4408,MAPK15
4409,SEPT12
4410,KRT8
4411,IQCF2
4412,PRKAG3
4413,MLF1
4414,DHRS13
4415,ABHD17A
4416,TRABD
4417,GDPD5
4418,LIME1
4419,CDK20
4420,WDR5B
4421,LOXL4
4422,ALDH3B1
4423,WDR18
4424,FAM83F
4425,KLHL33
4426,AP5Z1
4427,SLC30A2
4428,GNB2
4429,NR1I3
4430,B4GALT2
4431,ZBTB18
4432,WDR86
4433,C20ORF195
4434,C3ORF20
4435,C2ORF27B
4436,BSND
4437,NR1H3
4438,DOK3
4439,RSG1
4440,LGALS12
4441,CLPB
4442,LRRC8E
4443,RNASEH2C
4444,AMZ1
4445,CYP2W1
4446,DHDH
4447,HUS1B
4448,MYO1D
4449,MAPK4
4450,RFPL2
4451,TAF1C
4452,PELI3
4453,AGPAT2
4454,YIF1B
4455,ENTHD2
4456,MLST8
4457,INO80
4458,LHPP
4459,ZEB1
4460,USP19
4461,PPARGC1B
4462,VAP-33B
4463,HSD17B14
4464,NCOA4
4465,NELFB
4466,GADD45A
4467,GADD45B
4468,CCNH
4469,PELP1
4470,PRMT1
4471,PHYHIP
4472,POU2F2
4473,NR2F1
4474,CDK7
4475,GTF2H1
4476,SVIL
4477,POU4F1
4478,POU4F2
4479,AKAP13
4480,TBP
4481,PHV
4482,NR2F6
4483,ISL1
4484,NCOA7
4485,NCOR1
4486,ZNF398
4487,RLIM
4488,PDLIM1
4489,LDB1
4490,CDT1
4491,AHRR
4492,ING1
4493,LMO4
4494,SETD7
4495,PGC
4496,ATAD2
4497,LRIF1
4498,KDM4C
4499,KAT6A
4500,MED25
4501,AKT2
4502,RABGEF1
4503,RBM23
4504,CRIPAK
4505,NR1H4
4506,VAV3
4507,PAGR1
4508,SCAND1
4509,DDX20
4510,GEMIN4
4511,DICER1
4512,ESRRA
4513,WIPI1
4514,TTC5
4515,ASCC1
4516,CA8
4517,CDKN2D
4518,MPG
4519,SNAPC3
4520,SNRPC
4521,NEK6
4522,SMYD2
4523,SUV39H1
4524,SUV420H1
4525,CNOT1
4526,GAI
4527,ABAT
4528,GLO1
4529,ILVBL
4530,RAE1
4531,SMARCD3
4532,NR5A1
4533,POLH
4534,SMC2
4535,NCAPG
4536,THRA
4537,ERBB4
4538,MTOR
4539,WBP2
4540,ELK4
4541,KDM2A
4542,FBXO22
4543,EIF3B
4544,RNF6
4545,ZFP512
4546,KPNA2
4547,NRM
4548,RCAR1
4549,TRIM8
4550,SERF2
4551,FTL
4552,ATR
4553,MARCH1
4554,TACC2
4555,GATA1
4556,YEATS4
4557,MLLT10
4558,CCNE1
4559,CDK8
4560,MED21
4561,UBQLN4
4562,ING2
4563,USP4
4564,CAMKK2
4565,MCPH1
4566,SALL4
4567,TFCP2L1
4568,MAEL
4569,STAMBP
4570,PRMT5
4571,ETS2
4572,BYRF1
4573,BCL7B
4574,TBKBP1
4575,CALR
4576,UL114
4577,CHMP6
4578,CHMP5
4579,KCNE4
4580,PPIH
4581,ATP6V1B1
4582,SMARCD2
4583,PATL1
4584,PHF10
4585,CDK13
4586,MPHOSPH6
4587,NNT
4588,TSGA10
4589,ALB
4590,SMNDC1
4591,SMAD4
4592,SMAD7
4593,ZDHHC17
4594,PLAC1
4595,CALU
4596,TTC29
4597,ANTXR1
4598,SPDEF
4599,RCAN3
4600,FAM219A
4601,CHMP2B
4602,RNF103-CHMP3
4603,TFIP11
4604,ZBTB8A
4605,QSOX2
4606,CLTC
4607,RAB5C
4608,RAB7A
4609,TFG
4610,GOLT1B
4611,TPM1
4612,CORO1C
4613,TAOK2
4614,FOXN1
4615,C1ORF131
4616,ZNF131
4617,ILKAP
4618,MISP
4619,C16ORF71
4620,ADPRH
4621,LBHD1
4622,ZSCAN5A
4623,GCHFR
4624,POLR3GL
4625,ABI2
4626,PROSER2
4627,ZNF764
4628,NELL1
4629,MYLK3
4630,ARHGEF35
4631,CACNG5
4632,BIN1
4633,K4
4634,PDCD6
4635,CASK
4636,ELP3
4637,L2
4638,FLI1
4639,H2AFZ
4640,TANK
4641,IRF2
4642,NAPA
4643,PTPN21
4644,SCML2
4645,2610002M06RIK
4646,DHX29
4647,GTF2F1
4648,PAXBP1
4649,PRPF18
4650,RCSD1
4651,RPS3A1
4652,LZTS1
4653,OSBPL3
4654,RUNX1T1
4655,TXLNA
4656,CARD10
4657,ACOT8
4658,CEP70
4659,TEX10
4660,XPA
4661,TCHP
4662,CCL21
4663,LTB4R2
4664,PHIP
4665,NSP13AB
4666,DNAJA2
4667,DNAJC7
4668,LRPAP1
4669,TACO1
4670,STK11IP
4671,S100A14
4672,C9ORF114
4673,RPS26
4674,PHF3
4675,IL1B
4676,ANAPC2
4677,ARF6
4678,LAMP1
4679,ALPK2
4680,TEX13B
4681,TMEM74
4682,IGHD
4683,BTBD17
4684,RSPH6A
4685,KCNA4
4686,IKZF4
4687,TNFRSF1B
4688,NOTCH2
4689,SS18L2
4690,VTA1
4691,BRF2
4692,LMX1A
4693,CDC42EP5
4694,TAL1
4695,SEPT9
4696,LYL1
4697,SAP130
4698,TCF4
4699,CIITA
4700,GFI1
4701,TSC22D3
4702,HOXA2
4703,ASCL1
4704,MEIS2
4705,PHF2
4706,POLR1A
4707,KHDRBS1
4708,TAF1B
4709,SERTAD1
4710,CITED4
4711,ZBTB33
4712,CTNNB1-B
4713,INPP5K
4714,INO80E
4715,C11ORF58
4716,NELFE
4717,HIPK2
4718,MYSM1
4719,TCF12
4720,FOXH1
4721,GPATCH1
4722,MYL1
4723,MCM6
4724,BUB3
4725,OLIG2
4726,FERD3L
4727,SEPT5
4728,RSRC1
4729,NEUROG2
4730,SNRNP27
4731,SMAD9
4732,PHC1
4733,AICDA
4734,TCF21
4735,RPL37
4736,PHC2
4737,MLX
4738,ZBTB22
4739,PTF1A
4740,HAND1
4741,RPSA
4742,CDC42EP4
4743,SEPT3
4744,SEPT1
4745,MESP2
4746,AARSD1
4747,PTGES3L-AARSD1
4748,TRMT1
4749,ARCN1
4750,COPZ1
4751,MCM4
4752,MCM7
4753,MOB4
4754,PSMD4
4755,NEDD9
4756,KIF18A
4757,SEC16A
4758,LAP3
4759,UGGT1
4760,NAF1
4761,PIGS
4762,KCNK1
4763,KIFC1
4764,LMO2
4765,KMT2E
4766,RBM15
4767,FLCN
4768,NEUROG3
4769,MRPL12
4770,FKBP9
4771,COLGALT2
4772,SFTA2
4773,E4F1
4774,MFAP1
4775,SCYL1
4776,OLIG1
4777,IRF2BP2
4778,NEUROG1
4779,UBR7
4780,ITGB4
4781,NPRL3
4782,TBL1XR1
4783,POLE3
4784,SLC30A5
4785,SAR1A
4786,MOGS
4787,RICTOR
4788,SEC23IP
4789,MAN1B1
4790,GCNT2
4791,MAN2A1
4792,SEC31A
4793,HADHB
4794,GLIS1
4795,WHSC1L1
4796,POU6F2
4797,HOXB6
4798,BAZ2B
4799,ATP6V0D2
4800,TBC1D21
4801,DARS-AS1
4802,ARHGAP30
4803,PLEKHG4
4804,RALBP1
4805,ARHGAP11A
4806,ARHGAP24
4807,ARHGAP6
4808,PREX1
4809,NSP5AB
4810,CCDC14
4811,FLOT1
4812,MARCKS
4813,USP2
4814,VPS33B
4815,ACAP3
4816,SEPT14
4817,SURF6
4818,TCF23
4819,SLC39A12
4820,PDCD11
4821,RPL3
4822,HIST1H1D
4823,TAL2
4824,FIGLA
4825,KAL1
4826,MSGN1
4827,NEUROD4
4828,RPL7A
4829,ASCL4
4830,MSC
4831,GIT
4832,NAP1
4833,BRE
4834,KAT7
4835,CLN3
4836,DTX3L
4837,PRMT7
4838,HOXD4
4839,HOXD12
4840,SMARCA5
4841,EHMT2
4842,KAT2A
4843,MSL3
4844,MGMT
4845,PR-SET7
4846,BAZ2A
4847,EID1
4848,GNB2L1
4849,PFI0930C
4850,HDAC8
4851,ICT1
4852,CRB2
4853,SIR3
4854,MSL2
4855,HJURP
4856,MOF
4857,TBL1X
4858,PHF20
4859,ASF1
4860,SPP1
4861,PUM2
4862,ZFYVE9
4863,RL1
4864,PRMT8
4865,ARFIP1
4866,OSBP
4867,SEC23A
4868,SHMT1
4869,ASB9
4870,CSRP2BP
4871,DNMT3A
4872,EIF4AIII
4873,AFG3L2
4874,ATP1A1
4875,ATP5L
4876,COX4I1
4877,GOSR2
4878,HSD17B12
4879,NDUFB4
4880,OLA1
4881,RAB1A
4882,RAB1B
4883,SCAMP2
4884,STOML2
4885,TAGLN2
4886,TPD52
4887,UQCRQ
4888,VDAC3
4889,DDX27
4890,RPL23
4891,RPS15
4892,RPS9
4893,ANP32B
4894,FAP
4895,RABGAP1L
4896,MED23
4897,PTPN1
4898,FGFR1OP2
4899,TMEM63B
4900,YIPF5
4901,PCNA
4902,NLRP2
4903,ETAA1
4904,CENPQ
4905,TMED2
4906,RMDN3
4907,TMEM109
4908,ITGA5
4909,MAX
4910,PLK2
4911,TMED10
4912,DENND6A
4913,NSD1
4914,BAZ1A
4915,ZPR3
4916,ARMC7
4917,MBTD1
4918,WDR4
4919,ZNF576
4920,YIPF3
4921,PNR
4922,DREP-2
4923,SNF2
4924,FANCI
4925,KCTD12
4926,PTPLA
4927,FGFR1
4928,ZMYND8
4929,C19ORF40
4930,CANX
4931,USP18
4932,BKRF4
4933,TRIM29
