,0
0,-0.00021435131837331862
1,-0.0003057496352551152
2,-0.0003754696648640287
3,-0.00025552268770803006
4,-0.0018241935844071223
5,0.00027109029119779074
6,-0.0004897552650330276
7,0.001215469460470662
8,0.0003076011117486727
9,-0.0003677110190494415
10,0.00025595163112565285
11,-0.00041838759156976425
12,0.00019111065889065943
13,0.00019111065889065943
14,9.27435725297071e-05
15,6.447049398407439e-05
16,0.00022055956341715616
17,9.410943018881268e-05
18,9.872968971192154e-05
19,-0.0012448271672935655
20,0.00010246290936050448
21,5.2354244402612745e-05
22,0.0002502699305331766
23,-0.0006563838938378914
24,0.0002151057576585429
25,0.00021715689070831253
26,0.00021715689070831253
27,0.00021715689070831253
28,0.00021715689070831253
29,-0.00032113448538388575
30,-0.0014553496933693304
31,0.0002049325402265826
32,-7.805831579157832e-05
33,0.0002677016580838967
34,0.00014595383447343096
35,0.00040440133163898714
36,-0.00031671511535586203
37,-0.00022634721721323487
38,0.0002049325402265826
39,-0.0004617481831101294
40,6.095566360828065e-05
41,0.00011152147048958243
42,-0.00038550721924548553
43,-0.0002355991111117699
44,2.422283451288825e-05
45,5.6119202284610526e-05
46,5.377590248963724e-05
47,0.00031679947223925496
48,-7.975738512934697e-05
49,0.0001488721610587871
50,0.00015851776018936797
51,4.5000002544625646e-05
52,-0.0005443450662801794
53,-0.0005209990104084213
54,0.0001996210792516789
55,9.48746477463525e-06
56,9.48746477463525e-06
57,-2.4039842517974072e-05
58,0.0004343404685777264
59,9.421458794464127e-05
60,0.0006049665239041275
61,-0.0015684916432845452
62,-1.8676717426274806e-05
63,0.0004449398055997631
64,-8.995176138357062e-05
65,0.001355110767134322
66,4.1522955780042655e-05
67,-0.0012790538293436942
68,6.253541627904953e-05
69,9.486649444077833e-05
70,9.486649444077833e-05
71,-0.00016387336833108702
72,7.712943553916571e-05
73,0.0005793278778208577
74,-0.00031972607144721516
75,0.0013653090410650898
76,-1.2565357515961125e-05
77,-1.2565357515961125e-05
78,-0.00020203584973031317
79,-2.7822459266689334e-05
80,-2.7822459266689334e-05
81,-2.7822459266689334e-05
82,0.00011471983329233272
83,0.0001445118527808001
84,0.00017714364871552267
85,-0.0003801428612149679
86,0.00015794313112123037
87,0.00023888218874805903
88,-0.00052191210108857
89,-3.2650608195920514e-05
90,0.00018570032417108338
91,0.00012180378312739339
92,-0.00040648599267218723
93,-1.3148617156364572e-05
94,2.154620372261418e-05
95,2.154620372261418e-05
96,2.154620372261418e-05
97,2.154620372261418e-05
98,-0.0007489850818115525
99,0.00017187374971294481
100,0.0002882798456874458
101,-9.799278997667565e-06
102,0.00017928279769329335
103,-0.0003740322172045777
104,-0.00018244854727375237
105,9.013041820626254e-05
106,0.00023684422030387253
107,-3.2657926284799625e-05
108,4.664295327667132e-05
109,-0.0005724237779752813
110,-6.98463859591769e-06
111,0.00016152442088042298
112,-0.0005353754358403455
113,0.000556206733866453
114,6.35409376038819e-05
115,-0.0002446057297185345
116,-0.0018046514632631217
117,7.247898889931406e-05
118,-0.00014071937252096582
119,-3.138632879261028e-05
120,-0.00021278743481919945
121,0.00015444806753992974
122,1.3998629091905027e-06
123,0.00021423693346185114
124,-1.4039872886456775e-05
125,-0.0003292784047161304
126,0.0008295269740249947
127,-7.418195591484671e-06
128,1.6608999359794497e-05
129,0.00010447657697684391
130,-9.626325511677404e-05
131,0.00011073183278753053
132,0.00025097962606821536
133,0.0001085260653373311
134,1.1683448258114765e-05
135,-0.00041448975469295655
136,1.794991983549857e-05
137,7.607582959754212e-05
138,1.7903505652044837e-05
139,-0.0001427784997874103
140,8.074369647077376e-05
141,0.0008021761735423886
142,0.0015453571358613632
143,0.000422377938635634
144,0.00010676113319906769
145,-0.0004932181131140469
146,0.00012720504976427517
147,6.909588412352432e-06
148,0.00018635095795610946
149,3.3271611675283226e-05
150,-0.00018574972127121574
151,0.00017941197787142338
152,-0.0006227555651004469
153,9.913703681297918e-06
154,3.624923864412635e-05
155,0.0003538408144632404
156,-0.0006898421167802145
157,-8.801473485576185e-06
158,-0.0013027307503338818
159,1.5209971667271879e-05
160,6.763318110339745e-05
161,-1.2683043521822426e-05
162,0.002097544687799489
163,-9.21706934393345e-05
164,-0.0017386640566430804
165,-1.6772343876919214e-05
166,-0.001166740493911358
167,0.0006979636443512157
168,0.0010863100832314303
169,-0.00016653910153244974
170,0.00011794575824515259
171,5.15009313726232e-05
172,0.0001468750784591621
173,5.052969370342925e-05
174,-4.2333712532147796e-05
175,1.8292120036387026e-05
176,-0.00046793896814841424
177,-0.00036533860598754085
178,-0.00010194173415915033
179,0.0002141881727172656
180,0.00014009852813045155
181,-0.00018609132488877126
182,-0.00024597274077205395
183,9.365761774319602e-05
184,0.002195048955569463
185,8.406594974606726e-05
186,6.941811866914358e-05
187,0.0005896041053079343
188,-9.649297947278032e-05
189,-0.0002010106809276305
190,8.364647211720107e-05
191,-7.432235185966142e-07
192,-1.0824964839219748e-05
193,-7.327518901804714e-05
194,0.0003461203102098584
195,0.0012859789289207813
196,0.00011609650899590515
197,-8.749769594942268e-06
198,-1.2170061398267994e-05
199,0.00022902030827245203
200,1.1669368891411788e-05
201,-2.1480579555777454e-06
202,2.2583861003086445e-05
203,8.939483095434906e-05
204,-0.0010226180111831582
205,2.7472861432448388e-05
206,-2.0406490919655036e-05
207,9.101841261412043e-05
208,-0.0002078618837175225
209,-0.0004413274935071289
210,4.268036722193611e-06
211,-0.000157740849598487
212,1.467105805476216e-05
213,2.6497527224359972e-05
214,2.6497527224359972e-05
215,4.911670596087193e-05
216,2.4011484923460373e-05
217,-0.00017246862284228575
218,-0.00017246862284228575
219,-0.0006401523726400633
220,0.0002702800514851474
221,-4.5018735261342e-05
222,-2.489677482020398e-05
223,0.0002684775743689429
224,9.722836786357678e-05
225,0.00027916536481376286
226,-0.0001909248828402085
227,-0.00020404900030762563
228,0.0003833131448285271
229,-6.886540409548585e-05
230,-0.00014407396061299834
231,0.00019445295736603033
232,-0.0007186250354442352
233,0.00011033776960872944
234,-0.0006663173245414127
235,6.40921010608692e-05
236,-3.9982020800949766e-05
237,0.0002382658386186838
238,-4.790961901329307e-05
239,-1.664753864322816e-05
240,0.00011342166795562679
241,2.3361527266217025e-05
242,8.771863064444117e-05
243,0.0002750177981530139
244,6.098433938057607e-06
245,6.098433938057607e-06
246,6.098433938057607e-06
247,-0.00016128324212435143
248,2.3794766084008906e-05
249,0.00024163915942744933
250,-0.00018986439630412142
251,-2.0347588258391177e-05
252,5.7608791327363975e-05
253,-0.0006002772993978249
254,-0.0002317412850906395
255,-1.5747533024224094e-05
256,0.0007636269868272122
257,0.00013404591179251154
258,4.4115349003441e-05
259,-0.001027176106723306
260,2.3355123938422695e-05
261,0.00010572272024674521
262,-7.075677212817481e-06
263,-7.075677212817481e-06
264,0.00010566878911327318
265,1.6612857265355297e-07
266,8.117745232745597e-05
267,0.00011571664450047354
268,1.7401301800740264e-05
269,-7.210186868722354e-06
270,-1.2595783266040239e-05
271,-0.0011116931530144609
272,-0.0011116931530144609
273,0.0001259838834660241
274,0.0001024483527271123
275,0.00015121458586486632
276,-1.596429163589788e-05
277,-0.0011061100875332957
278,-1.4788823605068048e-05
279,2.2876107292734463e-05
280,-6.984228942024452e-05
281,-7.185925813103795e-06
282,0.0001021811629375503
283,-0.000680477587944748
284,7.02545682768708e-05
285,6.143058371506867e-05
286,-1.3695962480010024e-06
287,0.0003469073627174544
288,6.274394204070706e-05
289,7.653742600985211e-05
290,-5.2093656801935645e-06
291,-0.00111251969933883
292,0.0004429815406871648
293,3.936081845776171e-05
294,8.392416177357615e-06
295,-0.0010167939260347222
296,1.3552424529634952e-05
297,4.5342202745517126e-05
298,-0.0008839628170009144
299,-2.794754290590316e-06
300,1.85571621259641e-05
301,1.2406984526661037e-05
302,-0.0013127197826086527
303,0.00012681945808486108
304,-0.0007082435308836202
305,6.928671124657993e-05
306,0.00019089374119011523
307,8.584269423401379e-05
308,4.9761811406991695e-06
309,2.719111500935848e-05
310,9.322807774208038e-06
311,1.1290180523760911e-05
312,1.1290180523760911e-05
313,-1.9357140605819215e-06
314,6.0966521424975184e-05
315,3.599584981568913e-06
316,9.250899596243124e-06
317,7.682135990503388e-05
318,7.682135990503388e-05
319,2.5859461461592426e-05
320,-0.00016658293052144882
321,-1.1887241125311639e-05
322,0.00016608068689757526
323,-0.0011639060469389375
324,-3.817389602690175e-05
325,4.9186705072162906e-06
326,4.9186705072162906e-06
327,2.8809009241473263e-06
328,-8.731084604893752e-05
329,4.5950081391538155e-05
330,0.00197706416627577
331,-7.162774402488097e-05
332,-3.280412897406946e-06
333,-6.645103133921825e-05
334,-9.35172217983871e-06
335,7.000312828732866e-05
336,8.57022982892092e-05
337,1.801510650788992e-05
338,-0.00010664169721580606
339,3.5375800869634316e-06
340,9.43817903672965e-05
341,0.00014455492609757872
342,4.449374192664544e-05
343,4.744468173430782e-06
344,2.5846615033781143e-05
345,-0.0003396535457208486
346,1.608114242509031e-05
347,-0.00019378649423652775
348,6.231273160624841e-06
349,1.8880271660136421e-06
350,-0.00017113315116104022
351,0.0002091392084096398
352,2.6031078600926734e-05
353,-0.0009936522993857207
354,2.9657629149232516e-05
355,0.0002591355168395493
356,-4.991390038516356e-05
357,4.120919271811634e-06
358,2.016181220790736e-05
359,5.391518481222158e-05
360,0.00020888577980903765
361,-0.0007551648101720207
362,7.656550519881454e-06
363,1.9014463138262578e-05
364,5.1818671656776825e-05
365,0.00014739116281605602
366,-0.0007401697675941838
367,3.768426019785261e-05
368,3.768426019785261e-05
369,1.0358715076897699e-05
370,7.72186446338427e-05
371,0.00020296007663256078
372,4.7630537329235125e-05
373,2.1558374022647393e-05
374,-1.823616051957515e-05
375,4.5079904939278684e-05
376,-7.251824408274968e-05
377,7.903297387188697e-06
378,0.00013475898796658914
379,5.228130214686762e-05
380,1.773769525716859e-05
381,-0.00012403631728319123
382,-9.379363874354931e-06
383,-0.00012201099640570796
384,-2.085973516527644e-06
385,-0.0002578699647251513
386,-5.400510980689888e-06
387,-2.1959397340354257e-05
388,8.12340879720478e-05
389,-1.6718253654522677e-05
390,1.7562657706715078e-05
391,6.626692572207202e-05
392,7.889257792707794e-05
393,0.00017944264225483938
394,4.1322106057298694e-05
395,4.1322106057298694e-05
396,0.0006268073204775233
397,-5.7806976311215184e-05
398,-1.157331897449634e-05
399,-6.034603498447439e-05
400,3.1764880804704424e-05
401,3.1764880804704424e-05
402,3.1764880804704424e-05
403,-0.00027032948835751294
404,-1.1757742769419671e-05
405,-1.1757742769419671e-05
406,6.0618037212959715e-06
407,-3.807673248776058e-06
408,5.0984687926835246e-05
409,-1.8053009435766122e-06
410,-0.0004242671589683383
411,-0.0004242671589683383
412,0.00010023729557139411
413,1.2187282770534786e-05
414,3.809904470448518e-05
415,0.0002762040842283033
416,-4.624753784231065e-06
417,2.3749147345001867e-05
418,5.5900653922931885e-06
419,-0.0015574168293477021
420,-0.0011073512592754088
421,-1.5240278100686717e-05
422,-0.0009772922343654728
423,2.535057587693752e-05
424,-1.9957303440711176e-05
425,-3.60018156490406e-07
426,-4.978487929594036e-06
427,4.1322304918410415e-05
428,-4.978487929594036e-06
429,-1.0044713381638202e-05
430,-1.0044713381638202e-05
431,1.9360123522493575e-05
432,-0.00010523236851769598
433,0.00011925597456522126
434,0.0004549271674368209
435,-0.0006514289908360363
436,-4.268673077750906e-06
437,-2.9859393633089763e-06
438,0.00010167231712511795
439,4.058278021649013e-05
440,2.1509056466962467e-05
441,2.351433214439176e-05
442,6.186887360509478e-06
443,6.492182916302342e-05
444,7.275620128892267e-05
445,0.00010306323128428404
446,-4.55666373960981e-06
447,-4.55666373960981e-06
448,-4.55666373960981e-06
449,3.895629518448899e-05
450,7.189831445336135e-05
451,-2.0769054498374244e-06
452,-7.523591980647204e-06
453,-7.38530396362146e-06
454,-2.488114433682974e-05
455,-5.545440958843988e-07
456,-5.713677459280836e-07
457,1.4666643338084057e-05
458,9.340025169253017e-05
459,-2.0147812385650016e-06
460,-1.0397691854776894e-05
461,3.7169528096516067e-06
462,4.154733615232807e-05
463,8.26693481591069e-06
464,-3.189254963836919e-06
465,1.5904673074631995e-05
466,0.0002957829549735898
467,-6.877730862303509e-06
468,-1.568123272960745e-05
469,1.916623393865676e-06
470,1.916623393865676e-06
471,-0.00011516571967682344
472,2.898285362525814e-05
473,-8.324326132726419e-07
474,8.90611420090377e-06
475,3.931937580209854e-05
476,2.283243739262103e-05
477,-2.808813771182366e-05
478,-2.808813771182366e-05
479,9.713426678555691e-05
480,-0.0003302404947742377
481,-0.0004833750051274428
482,-1.9276005272275146e-06
483,-8.209384410205743e-07
484,5.4077495251530045e-06
485,-0.0006479847959270333
486,2.258028150307542e-06
487,0.00024046353230772769
488,1.6712088960062067e-05
489,-0.0012576854869991057
490,6.63539075722975e-05
491,0.000535761942296691
492,1.0904429739426078e-05
493,-8.23853744917033e-06
494,-8.23853744917033e-06
495,3.6242039871882765e-06
496,-1.1980347897775592e-05
497,7.54576897181594e-05
498,-1.5804407302149795e-05
499,0.0001730567744660354
500,6.112656484761281e-05
501,-1.6174567375332918e-06
502,-1.273625875529375e-06
503,3.611667782711552e-05
504,-0.0006019237898074362
505,-2.746749218243431e-06
506,3.8147924765723314e-05
507,0.00013335029562403948
508,2.817722748983289e-05
509,1.5464434345711124e-05
510,9.746282511418752e-05
511,8.999726080591316e-05
512,-2.1209332999517627e-06
513,4.01225758319618e-05
514,0.0004898574398716348
515,-1.8554934881513893e-06
516,-1.2300752920829512e-06
517,-0.00012145943522649805
518,-1.2300752920829512e-06
519,4.15717960690582e-05
