,InteractorA,InteractorB
2998773,PARP1,KIF23
2999968,POLR1E,BRD3
3004508,RPL31,BRD3
3004589,RPL31,MKI67
3005598,RPS6,BRD3
3009132,TERF2IP,KIF23
3009336,TERF2IP,MKI67
3009941,TRIM36,PRC1
3010977,ZNF330,BRD3
3023459,NAA40,MKI67
3024011,NAA40,KIF23
3025991,CHD4,BRD3
3026443,BRD3,EGFR
3032086,THRSP,PRC1
3032583,RNH1,KIF23
3033330,MAGEA9,PRC1
3034602,BAG2,BRD3
3036406,FAM9B,KIF23
3039155,S100A2,KIF23
3056690,PLCD3,BRD3
3060127,PER2,KIF23
3086380,SPDYE7P,BRD3
3090692,NPM3,MKI67
3095372,IFI6,BRD3
3100279,RPL35A,BRD3
3105061,HSF2BP,PRC1
3117270,SUMO1,BRD3
3123218,CCDC96,KIF23
3130726,APBA1,MKI67
3130746,PPP1R13L,PRC1
3137066,GUSBP5,KIF23
3149958,FGFBP1,MKI67
3181993,LIMK1,MKI67
3198739,BTF3,MKI67
3199228,SLFN11,MKI67
3200390,ZRANB1,MKI67
3202417,FBXW7,KIF23
3203329,PRC1,THOC1
3203512,PRC1,TFIP11
3203769,PRC1,LARP4
3203850,BICD2,PRC1
3203861,PRC1,RBM22
3204019,PRC1,NUDT16
3204090,PRC1,PPIE
3204124,PRC1,EXOSC7
3204459,PRC1,TSNAX
3204482,PRC1,2700060E02RIK
3204650,PRC1,NUDT21
3204712,PRC1,CSTF2T
3204744,PRC1,EIF3G
3204920,PRC1,SLAIN2
3206638,TMPRSS2,KIF23
3206760,TOP3B,KIF23
3206938,CTSL,KIF23
3207186,IFITM1,KIF23
3207800,IFITM3,KIF23
3208073,CLEC4D,KIF23
3208464,CLEC4E,KIF23
3214571,NSP11,MKI67
3214948,NSP15,MKI67
3306918,TOLLIP,KIF23
3307001,MAP1LC3B,MKI67
3307215,NBR1,MKI67
3307465,OPTN,KIF23
3307484,OPTN,MKI67
3307615,TAX1BP1,KIF23
3307909,TOLLIP,MKI67
3310977,SIRT6,KIF23
3311012,SIRT6,MKI67
3311089,SIRT6,PRC1
3311752,BCL6,BRD3
3314913,NHLH1,MKI67
3315815,KLF16,KIF23
3323180,BRD3,ABCF1
3323182,BRD3,ACTL6A
3323183,BRD3,ADNP
3323184,BRD3,ANAPC1
3323185,BRD3,ANAPC16
3323186,BRD3,ANAPC5
3323187,BRD3,ANAPC7
3323188,BRD3,AP2A1
3323189,BRD3,ARID1A
3323190,BRD3,ARRB2
3323191,BRD3,ATAD2
3323192,BRD3,ATP5H
3323193,BRD3,ATP5J
3323194,BRD3,ATP5L2
3323195,BRD3,BANF1
3323196,BRD3,BAZ1A
3323197,BRD3,BAZ1B
3323198,BRD3,BCL7C
3323199,BRD3,BPTF
3323202,BRD3,C17ORF49
3323203,BRD3,MRGBP
3323204,BRD3,C9ORF142
3323205,BRD3,CAP2
3323206,BRD3,CBX1
3323208,BRD3,CBX5
3323209,BRD3,CCDC86
3323210,BRD3,CDC27
3323211,BRD3,CDK2AP1
3323212,BRD3,CDK7
3323213,BRD3,CHAF1A
3323214,BRD3,CHAF1B
3323215,BRD3,CHD1
3323218,BRD3,CHTOP
3323220,BRD3,CTBP2
3323221,BRD3,DACH1
3323222,BRD3,DAXX
3323223,BRD3,DDX18
3323224,BRD3,DEK
3323225,BRD3,DHX38
3323227,BRD3,DNAJC9
3323228,BRD3,DNMT1
3323229,BRD3,DNTTIP2
3323230,BRD3,DPF2
3323231,BRD3,DSC2
3323232,BRD3,EIF3CL
3323233,BRD3,EIF5B
3323234,BRD3,EMG1
3323235,BRD3,ERCC2
3323236,BRD3,ERCC3
3323237,BRD3,ETNK1
3323238,BRD3,FAHD1
3323239,BRD3,FTSJ3
3323241,BRD3,GATAD2B
3323242,BRD3,GTF2F2
3323244,BRD3,GTF2H2C
3323245,BRD3,GTF2H2C_2
3323246,BRD3,GTF2H3
3323247,BRD3,GTF2H4
3323248,BRD3,GTF3C1
3323249,BRD3,GTF3C2
3323250,BRD3,GTPBP4
3323251,BRD3,H1F0
3323254,BRD3,H3F3B
3323255,BRD3,HDGFRP3
3323256,BRD3,HEATR1
3323257,BRD3,HELLS
3323258,BRD3,HIST1H1D
3323259,BRD3,HIST1H4B
3323260,BRD3,HIST1H4C
3323261,BRD3,HIST1H4D
3323262,BRD3,HIST1H4E
3323263,BRD3,HIST1H4F
3323264,BRD3,HIST1H4H
3323265,BRD3,HIST1H4I
3323266,BRD3,HIST1H4J
3323267,BRD3,HIST1H4K
3323268,BRD3,HIST1H4L
3323269,BRD3,HIST2H2AA4
3323271,BRD3,HIST2H2AC
3323272,BRD3,HIST2H4A
3323273,BRD3,HIST2H4B
3323274,BRD3,HIST4H4
3323275,BRD3,HMG20A
3323276,BRD3,HMGN3
3323277,BRD3,HMGN4
3323280,BRD3,IPO11
3323281,BRD3,KAT7
3323282,BRD3,KIF2A
3323284,BRD3,LIG3
3323285,BRD3,LRWD1
3323286,BRD3,MDC1
3323287,BRD3,MED1
3323288,BRD3,MED10
3323289,BRD3,MED11
3323290,BRD3,MED15
3323291,BRD3,MED19
3323292,BRD3,MED23
3323293,BRD3,MED24
3323294,BRD3,MED30
3323295,BRD3,MED4
3323296,BRD3,MKI67
3323298,BRD3,MORF4L1
3323299,BRD3,MPG
3323300,BRD3,MTA3
3323301,BRD3,MYO9B
3323302,BRD3,NAT10
3323303,BRD3,NFYB
3323304,BRD3,NIPBL
3323305,BRD3,NOL6
3323306,BRD3,NOLC1
3323308,BRD3,NOP58
3323309,BRD3,NOVA2
3323310,BRD3,NTHL1
3323311,BRD3,NUCB1
3323312,BRD3,NUDT21
3323313,BRD3,NUMA1
3323314,BRD3,ORC4
3323315,BRD3,PABPN1
3323316,BRD3,PBRM1
3323317,BRD3,PDS5B
3323318,BRD3,PHIP
3323319,BRD3,PIAS4
3323321,BRD3,PLCH1
3323322,BRD3,PNKP
3323323,BRD3,PNN
3323324,BRD3,PNO1
3323325,BRD3,POGZ
3323326,BRD3,POLB
3323327,BRD3,POLR3A
3323328,BRD3,POLR3B
3323331,BRD3,PTPN1
3323333,BRD3,PWP2
3323336,BRD3,RBM33
3323337,BRD3,RCC1
3323338,BRD3,RFC1
3323341,BRD3,RFC5
3323342,BRD3,RIF1
3323343,BRD3,RPL7L1
3323344,BRD3,RPS26
3323345,BRD3,RRP1B
3323346,BRD3,RRS1
3323348,BRD3,SAP18
3323349,BRD3,SARNP
3323350,BRD3,SATB2
3323351,BRD3,SCML2
3323352,BRD3,SLC25A6
3323353,BRD3,SMARCA1
3323354,BRD3,SMARCA2
3323355,BRD3,SMARCA4
3323356,BRD3,SMARCA5
3323358,BRD3,SMARCC1
3323359,BRD3,SMARCC2
3323361,BRD3,SMARCD2
3323362,BRD3,SMARCE1
3323363,BRD3,SMCHD1
3323366,BRD3,SSRP1
3323375,BRD3,TBL3
3323376,BRD3,TBR1
3323377,BRD3,TERF2
3323378,BRD3,TFAM
3323379,BRD3,THOC2
3323380,BRD3,THOC6
3323381,BRD3,TMPO
3323382,BRD3,TONSL
3323383,BRD3,TOP1
3323384,BRD3,TOP2A
3323385,BRD3,TOP2B
3323386,BRD3,TOR1A
3323388,BRD3,TPX2
3323389,BRD3,TRA2A
3323390,BRD3,TRIP12
3323391,BRD3,UAP1
3323392,BRD3,UBTF
3323393,BRD3,UHRF1
3323395,BRD3,UTP14A
3323396,BRD3,VRK1
3323399,BRD3,XRCC1
3323704,BRD3,AMD1
3323705,BRD3,ARPC5
3323706,BRD3,ARRB1
3323707,BRD3,ATP5F1
3323708,BRD3,BCS1L
3323710,BRD3,C1ORF174
3323711,BRD3,CC2D1A
3323712,BRD3,CDC26
3323713,BRD3,CTDSPL2
3323714,BRD3,GOT2
3323715,BRD3,GPI
3323716,BRD3,GTF3C3
3323717,BRD3,HMGN1
3323718,BRD3,LMNA
3323719,BRD3,LTBP1
3323720,BRD3,MAP3K5
3323721,BRD3,MSH3
3323722,BRD3,MYL6B
3323723,BRD3,PGAM5
3323724,BRD3,POLR3C
3323726,BRD3,PSMG1
3323727,BRD3,SRSF1
3323728,BRD3,TCERG1
3323729,BRD3,TNNC1
3323730,BRD3,TNPO3
3323731,BRD3,TRA2B
3323732,BRD3,TXNL4B
3324906,BRD3,MGA
3324910,BRD3,KMT2A
3324913,BRD3,ZNF148
3324914,BRD3,CENPC
3324916,BRD3,ZNF281
3324917,BRD3,ZHX3
3324920,BRD3,PHF8
3324925,BRD3,NSD1
3324927,BRD3,BBX
3324929,BRD3,HIST2H2BF
3324931,BRD3,PHF2
3324937,BRD3,E2F6
3324940,BRD3,H2AFV
3324948,BRD3,CENPT
3324950,BRD3,ZNF362
3324951,BRD3,POLR2H
3324952,BRD3,TFDP1
3324953,BRD3,JADE3
3324954,BRD3,ZFY
3324955,BRD3,ING4
3324956,BRD3,RPS12
3324957,BRD3,SKP1
3324961,BRD3,NLRC5
3324962,BRD3,TUBA1B
3324966,BRD3,CTCF
3324967,BRD3,CDYL
3324968,BRD3,SPAG7
3324970,BRD3,PHC2
3324972,BRD3,PCID2
3324973,BRD3,HMGB3
3324974,BRD3,MLLT10
3324975,BRD3,SUPT20H
3324976,BRD3,DPCD
35887,D19A,MKRN1
39186,SU(VAR)3-9,MKRN1
47676,FTZ-F1,CIC
276758,BRD4,RFC1
276760,BRD4,RFC2
276761,BRD4,RFC3
276762,BRD4,RFC4
276763,BRD4,RFC5
334811,BRD4,HIST4H4
335829,SIPA1,BRD4
336453,BRD4,MED12
336454,BRD4,MED14
336455,BRD4,MED24
336456,BRD4,MED17
336457,BRD4,CCNT1
336458,BRD4,CDK9
336461,BRD4,CCNT2
338538,BRD4,HEXIM1
338662,BRD4,HIST2H3C
338663,BRD4,HIST2H4A
435441,KDM5B,BRD4
441140,UBE2D1,MKRN3
441141,UBE2D2,MKRN3
441142,UBE2D3,MKRN3
441143,UBE2N,MKRN3
441144,TSG101,MKRN3
441419,UBE2D4,MKRN3
441420,UBE2E1,MKRN3
441421,UBE2E3,MKRN3
441422,UBE2H,MKRN3
441423,UBE2I,MKRN3
441424,UBE2L3,MKRN3
441425,UBE2V1,MKRN3
441426,UBE2V2,MKRN3
441427,UBE2K,MKRN3
441428,UBE2W,MKRN3
441429,UBE2E2,MKRN3
441430,UBE2U,MKRN3
464812,NFYC,CIC
468402,MKRN1,TERT
470134,ZFP275,CIC
470901,VPR,SF3B2
481499,VPR,H2AFX
555562,VPR,DDB1
555563,VPR,CUL4A
569019,VPR,VPRBP
569020,VPR,TP53BP1
569021,VPR,RPA2
573738,AFF1,BRD4
601304,MESDC2,BRD4
601524,CSNK1G1,MKRN1
601695,CSNK2B,CIC
602183,DUSP23,MKRN1
602544,MAP1LC3B,MKRN1
602634,PLK1,CIC
602706,UBE2D3,MKRN1
602971,UBE2W,MKRN1
603353,C8ORF33,BRD4
603557,HIST1H3A,BRD4
603577,KAT8,BRD4
603582,YWHAZ,BRD4
603584,YWHAE,BRD4
603585,BRD4,MED1
612027,BRD4,CHD4
612028,BRD4,JMJD6
612029,BRD4,BAIAP2
612030,BRD4,BAIAP2L1
612031,BRD4,RBM25
612035,BRD4,BRD2
612036,BRD4,WHSC1
612037,BRD4,GLTSCR1
612038,BRD4,ATAD5
612039,BRD4,SMARCA4
612040,BRD4,ZNF592
612041,BRD4,BRD9
612042,BRD4,WHSC1L1
612043,BRD4,SIRT1
612044,BRD4,SIRT5
612045,BRD4,AK1
612046,BRD4,PGAM2
612047,BRD4,LDHC
612048,BRD4,CKM
644299,VPR,UBC
655256,LAM,MKRN1
663450,ELAVL1,BRD4
668078,MLLT1,BRD4
674279,POU5F1,BRD4
677714,VPR,SMARCA5
680120,VPR,UBD
684268,UNG,VPR
684269,SMUG1,VPR
684270,CUL1,VPR
684987,VPR,DDA1
685006,VPR,KPNB1
685007,VPR,SRSF1
685008,VPR,HAT1
685009,VPR,SLC25A5
685010,VPR,ZMAT3
685011,VPR,IPO4
685012,VPR,ANKRD17
685013,VPR,CUL2
691742,VPR,MFN2
692172,DDB2,VPR
692193,VPR,RPS3
693140,VPR,RAD23A
693142,VPR,RAD23B
697366,VPR,AGFG1
715323,VPR,NUPL2
720539,CIC,GABPB1
720540,CIC,GTPBP3
720541,CIC,TRIM22
720542,CIC,ZNRD1
720791,ATXN1,CIC
720994,CIC,SETD2
720995,CIC,SEC62
720996,CIC,CENPJ
720997,CIC,PICK1
720998,CIC,PYCR2
727450,VPR,VIF
736358,VPR,TP53
752924,BRD4,RPL6
796368,PPARG,VPR
815093,FADD,MKRN1
817687,CIC,RL
817689,CIC,MAPK1
833691,TP53,MKRN1
833692,CDKN1A,MKRN1
836331,VIF,BRD4
838283,VPR,DYNC1H1
838284,VPR,RBBP7
838285,VPR,ANKHD1
838287,VPR,GOLPH3
838288,VPR,DYNC1I2
838289,VPR,DYNC1LI1
838291,VPR,CEP170
838293,VPR,COMT
838294,VPR,MATR3
838295,VPR,MOGS
838296,VPR,ANKRD13A
838297,VPR,NDUFS8
838298,VPR,SMN1
838299,VPR,SMN2
838300,VPR,DPY19L1
838301,VPR,GEMIN6
838302,VPR,AGPS
838303,VPR,DCAF8
838304,VPR,COPS4
838305,VPR,COPS6
838306,VPR,COPS3
838307,VPR,GEMIN2
838308,VPR,DCAF11
838309,VPR,COPS2
838310,VPR,MTCH2
838311,VPR,COPS8
838312,VPR,GPS1
838314,VPR,ACBD5
838315,VPR,DPY19L3
838316,VPR,ABCD3
838317,VPR,DDX20
838318,VPR,CCDC47
838319,VPR,PSME3
838320,VPR,TMEM11
838321,VPR,GEMIN4
838322,VPR,NEDD4L
838324,VPR,GEMIN7
838325,VPR,TULP3
838326,VPR,ABCB10
838327,VPR,COPS5
838328,VPR,TMEM160
845875,BRD4,RN7SK
859766,VPR,TERT
859767,VPR,UBE2D2
883252,LRSAM1,MKRN3
883256,RNF166,MKRN3
883279,MNAT1,MKRN3
883288,MKRN3,MDM4
883299,TRIM31,MKRN3
883304,RNF32,MKRN3
883306,MKRN3,TRIM23
883334,TRIM8,MKRN3
883345,TRIM65,MKRN3
883369,TRIM34,MKRN3
883371,TRIM5,MKRN3
883374,MDM2,MKRN3
883376,MKRN3,RNF7
883400,MKRN3,PEX10
904657,VPR,KARS
904782,VPR,CCNO
904783,VPR,DICER1
905339,EXOSC8,MKRN1
918146,VPR,ZGPAT
918155,VPR,MTA2
918158,VPR,HIST4H4
919436,TCERG1,BRD4
938311,STAT3,BRD4
951151,ANKRD11,MKRN3
951379,KIF1A,MKRN3
951461,NDE1,MKRN3
956741,VPR,SLX4
956744,VPR,ERCC4
956746,VPR,EME1
956747,VPR,MUS81
956748,VPR,TSPYL1
956749,VPR,SLX4IP
956750,VPR,ERCC1
1028861,APOBEC3G,VPR
1038217,ERCC1,MKRN3
1038806,SFN,MKRN3
1040253,MEOX2,MKRN3
1041177,PSMA1,MKRN3
1041396,PEX5,MKRN3
1042510,TCEA2,MKRN3
1042689,TFAP2A,MKRN3
1043284,SF1,MKRN3
1043394,MKRN3,FARS2
1043395,MKRN3,PRPF31
1043396,MKRN3,RBM41
1043397,MKRN3,NABP1
1043398,MKRN3,MRPS6
1043399,MKRN3,SCNM1
1043400,MKRN3,FAM124B
1043401,MKRN3,TTC25
1043402,MKRN3,FAM110A
1043403,MKRN3,ENKD1
1043404,MKRN3,TCHP
1043405,MKRN3,BEX2
1043406,MKRN3,CRACR2A
1054766,NR3C1,VPR
1179855,TRA2A,MKRN1
1189006,LUC7L,MKRN1
1190582,LUC7L2,MKRN1
1194291,GPSM1,BRD4
1195950,FAM90A1,BRD4
1197041,CYP1A1,BRD4
1240262,MAP3K7,VPR
1259385,AP3M1,BRD4
1259386,NUMA1,BRD4
1261023,BRD4,DMAP1
1271554,BRD4,RTF1
1275378,NTRK1,CIC
1278116,PSMD7,VPR
1419880,RTNL1,CIC
1428365,EWSR1,CIC
1438992,C11ORF57,MKRN3
1452255,MMGT1,BRD4
1466347,PPP2CA,CIC
1466348,CEP78,CIC
1466640,JUNB,BRD4
1507747,SMC1A,BRD4
1508018,FOXK2,CIC
1508729,VPR,HDAC1
1508730,VPR,HDAC2
1508731,VPR,HDAC3
1508733,VPR,HDAC8
1509455,VPR,MCM10
1510775,IGF2BP1,MKRN1
1510777,ELAVL1,MKRN1
1510780,MKRN1,HNRNPF
1510781,MKRN1,HNRNPA3
1510782,MKRN1,CAPRIN1
1510783,MKRN1,HNRNPA1
1510784,MKRN1,HNRNPU
1510785,MKRN1,YBX1
1510786,MKRN1,SYNCRIP
1510787,MKRN1,L1TD1
1510788,MKRN1,PABPC1
1510789,MKRN1,RBMX
1510791,MKRN1,HNRNPA2B1
1510792,MKRN1,LARP1
1510793,MKRN1,G3BP2
1510794,MKRN1,HNRNPAB
1510795,MKRN1,ATAD3A
1510796,MKRN1,NUFIP2
1510797,MKRN1,IGF2BP3
1510800,MKRN1,HNRNPD
1510801,MKRN1,G3BP1
1510802,MKRN1,LIN28A
1510803,MKRN1,PABPN1
1510804,MKRN1,ATXN2L
1510805,MKRN1,MATR3
1510806,MKRN1,UPF1
1510807,MKRN1,HNRNPL
1510808,MKRN1,EIF4G1
1510809,MKRN1,USP10
1510810,MKRN1,DDX1
1510811,MKRN1,LARP4
1510812,MKRN1,LARP4B
1510813,MKRN1,2700060E02RIK
1510814,MKRN1,FIP1L1
1510816,MKRN1,PRRC2C
1510817,MKRN1,HADHA
1510818,MKRN1,CPSF6
1510819,MKRN1,FAM98A
1510820,MKRN1,AGO2
1510821,MKRN1,DDX3X
1510822,MKRN1,MOV10
1510823,MKRN1,CASC3
1510824,MKRN1,FXR1
1510825,MKRN1,SRRT
1522045,CHD8,BRD4
2197786,PTAR1,BRD4
2208296,BRCA1,BRD4
2208309,BRD4,PTEN
2208311,BRD4,FGFR3
2208319,BRD4,KDM5C
2208325,BRD4,DHFR
2208329,BRD4,RB1
2208374,BRD4,MAP2K1
2214912,EYA2,CIC
2218935,ZBTB18,CIC
2222576,PIP4K2A,BRD4
2225926,CAMKV,BRD4
2241657,GLTSCR2,MKRN1
2245183,RRS1,MKRN1
2245227,CELF3,MKRN1
2245290,RBFOX1,MKRN1
2300683,BX,CIC
2307128,RAS85D,CIC
2308943,SPZ,CIC
2310864,CIC,MIRR
2327153,CIC,GRO
2333052,SRK1,VPR
2342072,CHEK2,BRD4
2342088,CHEK1,BRD4
2342162,WEE1,BRD4
2342193,CDC7,BRD4
2360438,INO80B,BRD4
2377498,TRIM25,BRD4
